    0.000000      0.000000      0.000000      0.000000
    0.043301     37.455299      0.445957      0.005600
    0.086603     72.877296      0.378848      0.015300
    0.129904    105.369301      0.297325      0.019700
    0.173205    134.864395      0.223280      0.018200
    0.216506    160.800400      0.173930      0.015700
    0.259808    181.699097      0.153434      0.015600
    0.303109    196.346207      0.149956      0.017400
    0.346410    205.256607      0.149896      0.019000
    0.389711    210.994095      0.152204      0.020700
    0.433013    216.925797      0.155029      0.022700
    0.476314    225.077805      0.152992      0.023800
    0.519615    235.191193      0.145796      0.023600
    0.562917    246.022202      0.139967      0.023800
    0.606218    256.950500      0.138446      0.025400
    0.649519    267.990997      0.133264      0.025600
    0.692820    278.592407      0.116657      0.021200
    0.736122    287.192993      0.092615      0.014200
    0.779423    292.396912      0.075955      0.009900
    0.822724    294.385590      0.075822      0.010000
    0.866025    294.728302      0.078705      0.010800
    0.896643    294.578094      0.076901      0.010300
    0.927262    293.826599      0.074431      0.009600
    0.957881    291.867493      0.077991      0.010400
    0.988499    288.435303      0.089581      0.013400
    1.019118    284.054108      0.105718      0.018100
    1.049736    279.892487      0.119888      0.022600
    1.080355    277.128906      0.127350      0.025000
    1.110974    276.324799      0.126695      0.024600
    1.141592    277.239197      0.119689      0.022100
    1.172211    279.122589      0.109647      0.018800
    1.202830    281.192596      0.099778      0.015800
    1.233448    282.955597      0.091995      0.013600
    1.264067    284.243103      0.086380      0.012100
    1.294685    285.059692      0.082497      0.011100
    1.325304    285.429810      0.079365      0.010300
    1.355923    285.357391      0.078999      0.010200
    1.386541    284.889008      0.081799      0.010900
    1.417160    284.194092      0.086395      0.012100
    1.447779    283.568787      0.091118      0.013400
    1.478397    283.316803      0.093219      0.014000
    1.509016    282.584198      0.094126      0.014200
    1.539635    280.546387      0.096135      0.014600
    1.570253    277.545807      0.095157      0.014000
    1.600872    273.792603      0.090415      0.012300
    1.631490    269.117798      0.082941      0.010000
    1.662109    263.001495      0.077785      0.008400
    1.692728    254.848907      0.078826      0.008100
    1.723346    244.281006      0.085716      0.008800
    1.753965    231.251694      0.090030      0.008700
    1.784584    216.006699      0.082019      0.006300
    1.815202    198.993896      0.035471      0.001000
    1.845821    180.759293      0.000000      0.004700
    1.876440    161.762299      0.000000      0.006600
    1.907058    142.147797      0.000000      0.002200
    1.937677    121.700302      0.147869      0.006500
    1.968295    100.068001      0.260127      0.013600
    1.998914     77.005302      0.350241      0.014600
    2.029533     52.459099      0.419061      0.009700
    2.060151     26.619699      0.459271      0.003000
    2.090770      0.000000      0.000000      0.000000
    2.128271     39.074100      0.213741      0.001400
    2.165770     77.036400      0.185527      0.004100
    2.203270    112.597900      0.148346      0.005600
    2.240771    144.548401      0.119612      0.006000
    2.278270    172.238007      0.108426      0.007000
    2.315770    195.900894      0.117308      0.010600
    2.353269    216.611099      0.131560      0.016300
    2.390770    235.658600      0.135945      0.020600
    2.428271    253.581406      0.124171      0.019900
    2.465770    269.800415      0.101998      0.015200
    2.503270    283.285004      0.083387      0.011200
    2.540771    293.583801      0.084320      0.012300
    2.578270    301.401306      0.101812      0.018900
    2.615770    308.261597      0.115854      0.025600
    2.653271    315.267212      0.116336      0.027000
    2.690770    322.509094      0.107666      0.024200
    2.728271    329.936401      0.095675      0.020000
    2.765769    337.555908      0.079625      0.014500
    2.803270    344.669312      0.060751      0.008800
    2.840771    350.180908      0.047272      0.005500
    2.878271    343.502594      0.056275      0.007500
    2.915771    341.878906      0.054233      0.006900
    2.953271    343.446991      0.049067      0.005700
    2.990771    344.956512      0.057512      0.007900
    3.028270    344.694794      0.078244      0.014600
    3.065771    343.022308      0.099540      0.023400
    3.103271    341.347687      0.114946      0.030900
    3.140771    341.040894      0.122445      0.035000
    3.178271    342.502289      0.121748      0.034900
    3.215771    344.638214      0.114583      0.031300
    3.253271    345.274109      0.105634      0.026700
    3.290771    341.204010      0.111018      0.028800
    3.328272    333.884308      0.102700      0.023600
    3.365771    326.260193      0.087880      0.016500
    3.403271    317.580688      0.114845      0.026700
    3.440771    310.162689      0.109614      0.023200
    3.478271    304.492096      0.097251      0.017600
    3.515771    299.800507      0.084889      0.013000
    3.553271    296.073792      0.073866      0.009600
    3.590771    294.728302      0.078705      0.010800
    3.628271    296.073792      0.073866      0.009600
    3.665771    299.800507      0.084889      0.013000
    3.703271    304.492096      0.097251      0.017600
    3.740771    310.162689      0.109614      0.023200
    3.778271    317.580688      0.114845      0.026700
