0.000000  0.398372
0.000000  0.389711
0.000000  0.381051
0.000000  0.372391
0.000000  0.363731
0.000000  0.355070
0.000000  0.346410
0.000000  0.337750
0.000000  0.329090
0.000000  0.320429
0.000000  0.311769
0.000000  0.303109
0.000000  0.294449
0.000000  0.285788
0.000000  0.277128
0.000000  0.268468
0.000000  0.259808
0.000000  0.251147
0.000000  0.242487
0.000000  0.233827
0.000000  0.225167
0.000000  0.216506
0.000000  0.207846
0.000000  0.199186
0.000000  0.190526
0.000000  0.181865
0.000000  0.173205
0.000000  0.164545
0.000000  0.155885
0.000000  0.147224
0.000000  0.138564
0.000000  0.129904
0.000000  0.121244
0.000000  0.112583
0.000000  0.103923
0.000000  0.095263
0.000000  0.086603
0.000000  0.077942
0.000000  0.069282
0.000000  0.060622
0.000000  0.051962
0.000000  0.043301
0.000000  0.034641
0.000000  0.025981
0.000000  0.017321
0.000000  0.008660
0.000000  0.000000
0.576802  294.176392
0.594122  294.531189
0.611443  294.686798
0.628763  294.728302
0.641010  294.708099
0.653257  294.638702
0.665505  294.494598
0.677752  294.238403
0.689999  293.826599
0.702247  293.217407
0.714494  292.378601
0.726742  291.294495
0.738989  289.970490
0.751237  288.435303
0.763484  286.740204
0.775732  284.955109
0.787979  283.161896
0.800227  281.446899
0.812474  279.892487
0.824722  278.569397
0.836969  277.530792
0.849216  276.808197
0.861464  276.410492
0.873711  276.324799
0.885958  276.520111
0.898206  276.951385
0.910453  277.565796
0.922701  278.307312
0.934948  279.122589
0.947196  279.963989
0.959443  280.792603
0.971691  281.579193
0.983938  282.303894
0.996186  282.955597
1.008433  283.529205
1.020681  284.024414
1.032928  284.442902
1.045176  284.787292
1.057423  285.059692
1.069670  285.260986
1.081918  285.391296
1.094165  285.450409
1.106413  285.438507
1.118660  285.357391
1.130907  285.211395
1.143155  285.008392
1.155403  284.760101
1.167650  284.482300
1.179897  284.194092
1.192145  283.916809
1.204393  283.672302
1.216640  283.480804
1.228887  283.358704
1.241135  283.316803
1.253383  283.197601
1.265630  282.844513
1.277877  282.270905
1.290124  281.496887
1.302373  280.546387
1.314620  279.443390
1.326867  278.208313
1.339114  276.854492
1.351363  275.385315
1.363610  273.792603
1.375857  272.056793
1.388104  270.148193
1.400352  268.029999
1.412600  265.661407
1.424847  263.001495
1.437094  260.013092
1.449342  256.665192
1.461589  252.934906
1.473836  248.808395
1.486084  244.281006
