           0.00000000      0.00000000      0.00000000
           0.00000000      0.04330125      0.00000000
           0.00000000      0.08660250      0.00000000
           0.00000000      0.12990375      0.00000000
           0.00000000      0.17320500      0.00000000
           0.00000000      0.21650625      0.00000000
           0.00000000      0.25980750      0.00000000
           0.00000000      0.30310875      0.00000000
           0.00000000      0.34641000      0.00000000
           0.00000000      0.38971125      0.00000000
           0.00000000      0.43301250      0.00000000
           0.00000000      0.47631375      0.00000000
           0.00000000      0.51961500      0.00000000
           0.00000000      0.56291625      0.00000000
           0.00000000      0.60621750      0.00000000
           0.00000000      0.64951875      0.00000000
           0.00000000      0.69282000      0.00000000
           0.00000000      0.73612125      0.00000000
           0.00000000      0.77942250      0.00000000
           0.00000000      0.82272375      0.00000000
           0.00000000      0.86602500      0.00000000
           0.02165062      0.84437438      0.00000000
           0.04330125      0.82272375      0.00000000
           0.06495187      0.80107313      0.00000000
           0.08660250      0.77942250      0.00000000
           0.10825313      0.75777187      0.00000000
           0.12990375      0.73612125      0.00000000
           0.15155437      0.71447063      0.00000000
           0.17320500      0.69282000      0.00000000
           0.19485563      0.67116938      0.00000000
           0.21650625      0.64951875      0.00000000
           0.23815687      0.62786812      0.00000000
           0.25980750      0.60621750      0.00000000
           0.28145813      0.58456688      0.00000000
           0.30310875      0.56291625      0.00000000
           0.32475938      0.54126563      0.00000000
           0.34641000      0.51961500      0.00000000
           0.36806062      0.49796438      0.00000000
           0.38971125      0.47631375      0.00000000
           0.41136187      0.45466313      0.00000000
           0.43301250      0.43301250      0.00000000
           0.41136188      0.41136188      0.00000000
           0.38971125      0.38971125      0.00000000
           0.36806063      0.36806063      0.00000000
           0.34641000      0.34641000      0.00000000
           0.32475938      0.32475938      0.00000000
           0.30310875      0.30310875      0.00000000
           0.28145813      0.28145813      0.00000000
           0.25980750      0.25980750      0.00000000
           0.23815688      0.23815688      0.00000000
           0.21650625      0.21650625      0.00000000
           0.19485563      0.19485563      0.00000000
           0.17320500      0.17320500      0.00000000
           0.15155438      0.15155438      0.00000000
           0.12990375      0.12990375      0.00000000
           0.10825313      0.10825313      0.00000000
           0.08660250      0.08660250      0.00000000
           0.06495188      0.06495188      0.00000000
           0.04330125      0.04330125      0.00000000
           0.02165063      0.02165063      0.00000000
           0.00000000      0.00000000      0.00000000
           0.02165062      0.02165062      0.02165062
           0.04330125      0.04330125      0.04330125
           0.06495187      0.06495187      0.06495187
           0.08660250      0.08660250      0.08660250
           0.10825313      0.10825313      0.10825313
           0.12990375      0.12990375      0.12990375
           0.15155437      0.15155437      0.15155437
           0.17320500      0.17320500      0.17320500
           0.19485563      0.19485563      0.19485563
           0.21650625      0.21650625      0.21650625
           0.23815687      0.23815687      0.23815687
           0.25980750      0.25980750      0.25980750
           0.28145813      0.28145813      0.28145813
           0.30310875      0.30310875      0.30310875
           0.32475938      0.32475938      0.32475938
           0.34641000      0.34641000      0.34641000
           0.36806062      0.36806062      0.36806062
           0.38971125      0.38971125      0.38971125
           0.41136187      0.41136187      0.41136187
           0.43301250      0.43301250      0.43301250
           0.41136188      0.45466313      0.41136188
           0.38971125      0.47631375      0.38971125
           0.36806063      0.49796438      0.36806063
           0.34641000      0.51961500      0.34641000
           0.32475938      0.54126563      0.32475938
           0.30310875      0.56291625      0.30310875
           0.28145813      0.58456688      0.28145813
           0.25980750      0.60621750      0.25980750
           0.23815688      0.62786812      0.23815688
           0.21650625      0.64951875      0.21650625
           0.19485563      0.67116938      0.19485563
           0.17320500      0.69282000      0.17320500
           0.15155438      0.71447063      0.15155438
           0.12990375      0.73612125      0.12990375
           0.10825313      0.75777187      0.10825313
           0.08660250      0.77942250      0.08660250
           0.06495188      0.80107313      0.06495188
           0.04330125      0.82272375      0.04330125
           0.02165063      0.84437438      0.02165063
           0.00000000      0.86602500      0.00000000
           0.02165062      0.84437438      0.02165062
           0.04330125      0.82272375      0.04330125
           0.06495187      0.80107313      0.06495187
           0.08660250      0.77942250      0.08660250
           0.10825313      0.75777187      0.10825313
           0.12990375      0.73612125      0.12990375
           0.15155437      0.71447063      0.15155437
           0.17320500      0.69282000      0.17320500
           0.19485563      0.67116938      0.19485563
           0.21650625      0.64951875      0.21650625
           0.23815687      0.62786812      0.23815687
           0.25980750      0.60621750      0.25980750
           0.28145813      0.58456688      0.28145813
           0.30310875      0.56291625      0.30310875
           0.32475938      0.54126563      0.32475938
           0.34641000      0.51961500      0.34641000
           0.36806062      0.49796438      0.36806062
           0.38971125      0.47631375      0.38971125
           0.41136187      0.45466313      0.41136187
           0.43301250      0.43301250      0.43301250
           0.43301250      0.43301250      0.41136188
           0.43301250      0.43301250      0.38971125
           0.43301250      0.43301250      0.36806063
           0.43301250      0.43301250      0.34641000
           0.43301250      0.43301250      0.32475938
           0.43301250      0.43301250      0.30310875
           0.43301250      0.43301250      0.28145813
           0.43301250      0.43301250      0.25980750
           0.43301250      0.43301250      0.23815688
           0.43301250      0.43301250      0.21650625
           0.43301250      0.43301250      0.19485563
           0.43301250      0.43301250      0.17320500
           0.43301250      0.43301250      0.15155438
           0.43301250      0.43301250      0.12990375
           0.43301250      0.43301250      0.10825313
           0.43301250      0.43301250      0.08660250
           0.43301250      0.43301250      0.06495188
           0.43301250      0.43301250      0.04330125
           0.43301250      0.43301250      0.02165063
           0.43301250      0.43301250      0.00000000
