251.591 241.720 238.132 238.043
38.456 27.238 26.383 26.252
269.459 239.117 237.205 237.168
233.412 233.185 234.134 219.393
246.832 194.408 194.344 194.312
67.368 23.887 22.849 22.782
27.368 23.022 22.932 22.841
503.174 509.159 505.782 281.924
229.748 232.487 80.026 75.011
307.783 311.256 277.911 236.450
226.983 196.634 195.587 195.764
312.420 232.575 226.188 226.090
183.395 135.230 133.680 133.568
160.522 74.039 71.395 71.556
327.823 327.500 327.062 326.722
197.979 192.409 191.672 191.435
168.938 172.774 121.009 106.311
450.900 227.874 226.777 226.369
265.474 269.399 268.729 268.076
137.677 101.852 99.936 99.884
145.315 137.520 134.821 134.710
163.407 135.470 133.254 132.405
221.773 166.758 163.737 163.562
166.645 164.194 163.579 163.426
221.628 204.078 202.591 202.403
303.182 307.803 237.960 178.134
93.538 83.120 81.138 80.436
178.270 179.893 164.074 99.758
214.412 162.787 160.975 160.812
204.985 203.339 202.847 202.939
342.945 347.033 231.970 229.355
368.248 357.656 208.945 205.746
256.085 151.725 149.241 148.913
188.636 144.874 142.942 142.662
430.922 443.295 441.538 441.269
166.852 164.914 163.753 163.272
330.566 328.706 328.118 223.924
217.240 154.626 150.608 150.202
119.170 112.744 102.738 100.132
260.247 257.970 166.343 164.451
113.321 101.039 100.533 100.434
252.213 139.600 135.025 133.370
362.016 231.279 229.924 228.025
30.280 24.175 23.821 23.718
25.814 24.445 24.113 23.877
268.133 269.258 241.403 219.633
332.079 218.561 216.697 216.089
188.892 154.548 150.720 150.585
254.619 155.372 144.389 129.729
204.227 156.865 151.336 151.076
183.988 125.797 121.112 120.760
238.827 105.909 103.093 102.856
255.626 256.283 167.150 156.193
111.139 110.393 110.098 105.424
278.417 282.533 230.514 157.388
124.334 66.078 64.436 64.276
58.644 54.271 53.222 53.168
329.212 309.813 152.058 147.593
198.802 203.033 201.736 201.288
81.548 64.245 63.819 63.666
248.148 176.719 173.906 172.727
63.545 63.180 62.834 62.663
56.173 54.563 54.073 54.038
54.801 54.367 53.875 53.642
98.240 65.791 64.393 63.708
120.349 66.257 63.100 62.663
90.540 58.767 56.932 56.823
203.274 187.785 187.357 187.256
184.472 140.097 136.935 136.910
143.668 139.145 136.965 136.916
171.778 59.583 56.356 56.180
68.091 60.915 60.471 60.407
192.419 181.472 180.586 180.533
173.536 168.692 168.406 168.623
106.410 103.771 103.131 103.033
216.820 139.240 137.206 136.447
234.169 139.810 136.652 136.264
35.048 26.553 25.462 24.837
201.314 197.433 111.789 111.398
301.568 309.388 309.090 308.853
31.327 25.786 25.176 25.125
130.157 115.221 114.633 113.290
232.748 239.026 106.039 105.442
199.174 101.772 99.400 99.252
201.568 166.131 164.097 164.108
28.718 25.668 25.233 25.131
117.753 107.188 103.470 102.964
178.331 169.783 167.205 164.566
125.351 116.983 114.356 113.924
161.796 135.034 128.599 128.002
161.985 134.906 134.805 134.748
151.274 137.076 134.892 134.738
100.124 97.849 97.348 96.678
134.017 114.346 111.541 111.452
191.010 172.056 166.495 163.974
154.228 134.416 132.763 132.606
168.014 84.276 80.715 80.524
145.278 113.199 108.043 107.795
84.678 80.900 80.236 80.139
132.893 113.179 110.264 109.858
213.055 220.888 134.974 131.939
211.705 137.173 136.068 136.328
63.794 51.690 50.825 50.801
88.967 82.714 81.921 81.888
96.434 91.797 92.962 92.833
71.503 71.507 71.489 71.184
82.364 69.272 68.334 68.242
99.025 92.712 92.615 92.552
48.729 47.510 48.200 48.134
48.623 40.761 38.681 38.621
60.863 51.037 49.041 48.936
140.162 121.580 118.616 118.443
86.485 84.955 84.449 84.011
92.876 91.451 91.833 91.754
96.056 61.842 59.093 59.101
75.161 74.461 72.265 71.760
154.258 154.665 70.005 69.189
281.145 284.602 113.958 110.080
67.368 23.887 22.849 22.782
160.522 74.039 71.395 71.556
93.538 83.120 81.138 80.436
100000.000100000.000100000.000100000.000
120.349 66.257 63.100 62.663
198.211 87.656 86.643 86.317
118.818 98.992 95.775 95.735
239.020 114.401 111.860 111.742
35.048 26.553 25.462 24.837
229.450 205.081 200.238 200.259
202.905 202.798 187.177 187.051
252.704 203.261 200.050 199.519
141.600 139.811 139.704 139.561
103.095 99.042 98.262 98.189
156.164 148.972 148.114 147.763
243.631 189.111 189.350 189.251
70.104 66.998 66.398 66.395
45.293 43.104 42.148 41.936
596.536 593.115 169.964 161.464
236.769 151.981 149.405 148.841
175.282 121.616 120.456 120.377
98.443 98.623 98.572 97.209
155.653 148.857 148.734 148.789
146.967 77.677 77.094 77.099
112.956 96.752 95.346 95.325
213.055 220.888 134.974 131.939
160.487 157.451 157.008 156.658
146.777 88.056 86.690 86.509
136.257 124.446 123.949 123.723
174.105 171.022 170.764 170.041
142.212 141.184 95.564 94.703
144.542 142.435 141.519 141.038
178.364 177.090 71.706 71.914
319.952 316.409 161.218 149.486
165.160 108.869 105.727 105.649
137.137 109.699 108.666 108.441
198.794 157.004 117.384 117.713
176.826 179.014 97.452 97.637
88.283 87.123 87.570 86.650
48.623 40.761 38.681 38.621
60.863 51.037 49.041 48.936
343.505 358.876 210.544 209.486
199.061 108.913 106.593 106.413
145.250 137.648 137.135 137.205
285.291 153.096 151.547 151.491
80.719 66.225 64.860 64.784
329.382 242.561 209.994 197.524
201.445 156.140 152.618 152.572
194.474 185.744 182.205 179.907
76.170 71.446 70.759 70.677
80.781 79.909 79.688 79.554
59.319 56.876 55.418 55.148
141.488 124.373 123.192 121.828
136.038 78.572 75.220 74.962
103.149 99.088 98.442 98.257
55.370 54.960 53.876 53.992
48.626 47.271 47.195 47.194
41.536 39.912 39.701 39.462
38.633 34.379 33.299 33.221
86.029 85.307 84.724 84.630
109.381 104.156 103.059 102.917
106.580 104.328 56.430 56.788
122.536 119.110 89.194 89.315
126.087 120.197 119.400 119.170
116.367 113.769 113.478 113.472
87.315 82.184 80.697 80.541
216.447 106.061 104.459 101.100
194.907 187.229 119.558 117.498
201.299 202.335 72.060 68.388
21.251 17.376 17.230 17.069
19.029 15.999 15.715 15.681
123.586 88.004 87.687 87.834
82.403 78.898 77.732 77.615
2.088 1.587 0.727 0.872
146.827 59.404 57.965 58.029
113.740 104.355 102.216 99.477
57.807 52.055 51.176 51.067
80.039 78.563 78.448 78.345
72.244 66.609 66.508 66.290
105.764 103.764 74.440 74.551
