# 
#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f             devi_e            min_dis
         383       5.029601e+00       2.285039e-04       2.684555e+00       7.507065e-01       4.472771e-05       3.227103e-01       6.786481e-01       9.369991e-01
         384       5.078289e+00       1.763330e-04       2.744688e+00       7.624594e-01       3.788438e-05       3.304861e-01       6.535189e-01       9.638973e-01
         385       2.375209e+00       1.888769e-02       1.303887e+00       2.529382e+00       1.988211e-01       1.621569e+00       4.822818e-01       7.052194e-01
         386       5.913960e-01       1.969328e-08       3.414426e-01       1.225284e+00       1.115101e-14       5.684358e-01       1.771138e-01       9.253268e-01
         387       2.396852e+00       1.890136e-02       1.315424e+00       2.527505e+00       2.152313e-01       1.616508e+00       4.807209e-01       7.066297e-01
         388       2.423548e+00       1.659080e-02       1.329454e+00       2.522826e+00       1.960644e-01       1.614258e+00       4.791603e-01       7.070325e-01
         389       5.960807e-01       1.996765e-08       3.441474e-01       1.405020e+00       4.475059e-15       6.642830e-01       1.645125e-01       9.890950e-01
         390       2.436236e+00       3.596240e-02       1.322709e+00       1.235659e+00       6.127598e-02       5.925598e-01       9.777479e-01       7.036058e-01
         391       2.435298e+00       3.611486e-02       1.322424e+00       1.233161e+00       3.624063e-02       5.916092e-01       9.777601e-01       7.040665e-01
         392       6.372794e-01       6.779645e-09       3.532548e-01       4.499212e-01       6.484414e-15       3.028326e-01       5.001512e-02       9.465894e-01
         393       4.309179e+00       3.795475e-08       2.423927e+00       4.351806e+00       1.913968e-14       1.131889e+00       2.427080e-01       7.718577e-01
         394       4.113252e+00       2.137684e-08       2.341939e+00       7.233954e-01       5.351940e-13       5.345304e-01       2.432891e-01       7.650633e-01
         395       2.666896e+00       1.968291e-06       1.514683e+00       6.392098e-01       3.136014e-13       4.234269e-01       9.335091e-01       7.077848e-01
         396       2.655854e+00       1.738348e-06       1.511795e+00       6.369039e-01       4.433602e-13       4.243855e-01       9.351461e-01       7.100699e-01
         397       2.627416e+00       1.269010e-06       1.504926e+00       5.696031e-01       3.873917e-13       4.096969e-01       9.380139e-01       7.202200e-01
         398       1.067548e+00       1.889430e-08       5.367117e-01       2.149195e+00       6.538909e-15       6.398743e-01       4.323212e-02       7.396538e-01
         399       2.435036e+00       3.590516e-02       1.322229e+00       1.231110e+00       4.477491e-02       5.931476e-01       9.777786e-01       7.041612e-01
         400       8.774034e-01       1.384347e-02       4.970962e-01       2.154389e+00       2.604577e-01       1.385371e+00       5.821029e-01       6.984492e-01
         401       4.698126e-01       3.657458e-08       2.376546e-01       3.077933e+00       1.018060e-14       1.269503e+00       1.420817e-01       9.055824e-01
         402       3.380511e-01       1.574109e-08       1.826609e-01       2.683833e+00       2.992831e-15       8.949384e-01       3.334433e-01       9.579046e-01
         403       8.096826e-01       2.550113e-08       3.929642e-01       2.253191e+00       3.150015e-14       1.264280e+00       1.217258e-01       8.245636e-01
         404       3.649129e-01       1.716219e-08       1.958312e-01       2.751277e+00       6.625567e-15       9.895523e-01       3.254689e-01       9.711962e-01
         405       8.760111e-01       1.532347e-02       4.960932e-01       2.143551e+00       2.620796e-01       1.381750e+00       5.820963e-01       6.982022e-01
         406       1.494939e+00       7.190266e-03       8.469801e-01       2.123425e+00       1.279913e-01       1.593783e+00       5.311854e-01       7.193207e-01
         407       1.489279e+00       7.665295e-03       8.437118e-01       2.125955e+00       1.270507e-01       1.591132e+00       5.312735e-01       7.217867e-01
         408       8.770420e-01       1.413999e-02       4.976555e-01       2.122110e+00       2.644689e-01       1.386860e+00       5.821690e-01       6.977710e-01
         409       1.500408e+00       7.487911e-03       8.494180e-01       2.133755e+00       1.265529e-01       1.593969e+00       5.310843e-01       7.213729e-01
         410       3.089171e-01       8.693738e-09       1.490921e-01       3.550205e+00       1.390842e-05       9.480589e-01       4.157434e-01       1.110098e+00
         411       2.351778e+00       1.182560e-02       1.189647e+00       9.489964e+00       8.208821e-01       2.204324e+00       4.293789e-01       7.202012e-01
         412       2.378924e+00       9.856290e-03       1.197338e+00       9.608410e+00       7.998950e-01       2.233311e+00       4.339988e-01       7.160433e-01
         413       3.863525e-01       8.788640e-09       1.841348e-01       1.640734e+00       1.403880e-05       5.746165e-01       4.225720e-01       1.263215e+00
         414       2.340466e+00       1.054876e-02       1.181629e+00       9.547194e+00       8.064107e-01       2.212044e+00       4.309415e-01       7.168531e-01
         415       2.736406e+00       3.556646e-02       1.534379e+00       6.912062e+00       4.292372e-01       1.873272e+00       5.611697e-01       7.213476e-01
         416       2.752073e+00       3.620256e-02       1.538018e+00       6.865442e+00       4.877144e-01       1.894370e+00       5.605162e-01       7.254291e-01
         417       4.078382e-01       1.728494e-05       2.226919e-01       3.161644e+00       1.022106e-01       9.507301e-01       6.402564e-01       7.133049e-01
         418       4.334616e-01       1.358185e-05       2.419873e-01       2.382495e+00       1.051863e-01       7.120476e-01       6.510943e-01       7.777534e-01
         419       2.743443e+00       3.662130e-02       1.536080e+00       7.042954e+00       5.666545e-01       1.889121e+00       5.599806e-01       7.234115e-01
         420       8.686369e-01       2.470566e-08       3.486647e-01       2.978504e+00       1.075962e+00       1.673288e+00       6.253690e-01       1.273460e+00
         421       7.832487e+00       1.348708e-02       3.759993e+00       7.607195e+00       9.645187e-01       2.892040e+00       1.324432e+00       9.239745e-01
         422       7.826340e+00       9.863517e-03       3.763814e+00       7.602388e+00       9.678380e-01       2.887851e+00       1.325602e+00       9.235135e-01
         423       9.583347e-01       7.657455e-08       4.033487e-01       2.034793e+00       1.130347e+00       1.376284e+00       6.237088e-01       1.287847e+00
         424       7.827894e+00       9.501592e-03       3.763589e+00       7.603245e+00       9.683300e-01       2.887946e+00       1.325448e+00       9.232323e-01
         425       6.888529e+00       8.012361e-09       3.512983e+00       9.947618e+00       1.392159e-13       2.631834e+00       9.784839e-01       1.355950e+00
         426       8.249349e-01       5.013839e-08       4.327000e-01       9.224260e-01       6.975495e-15       5.256719e-01       7.690916e-01       1.879491e+00
         427       6.885908e+00       8.574138e-09       3.513812e+00       9.928453e+00       1.290816e-13       2.629331e+00       9.797671e-01       1.355867e+00
         428       6.766648e+00       1.071604e-08       3.446408e+00       1.037077e+01       1.331856e-13       2.717859e+00       9.521899e-01       1.360834e+00
         429       6.403743e-01       2.921646e-08       3.247437e-01       8.806341e-01       2.168131e-15       4.265661e-01       7.438414e-01       2.006766e+00
         430       7.452727e+00       3.507686e-02       3.839274e+00       3.945487e+01       1.499813e+00       7.169565e+00       2.308716e+00       4.211714e-01
         431       3.181227e-01       1.671885e-08       1.213711e-01       2.318942e+00       1.054910e-04       1.101400e+00       6.179072e-01       7.317875e-01
         432       7.875520e+00       2.664214e-02       3.999162e+00       3.222989e+01       1.409613e+00       6.899846e+00       2.304357e+00       4.226238e-01
         433       7.419657e+00       2.945914e-02       3.825411e+00       3.946202e+01       1.537977e+00       7.144654e+00       2.310443e+00       4.210149e-01
         434       2.557034e-01       1.196894e-08       1.096917e-01       2.333043e+00       1.766992e-04       1.137712e+00       6.066876e-01       5.238811e-01
         435       2.908561e-01       1.028310e-08       1.578208e-01       2.311767e+00       1.302232e-01       7.121129e-01       2.354502e-01       1.359378e+00
         436       2.779166e+00       2.739661e-03       1.461217e+00       6.448578e+00       9.522901e-01       2.811503e+00       1.014073e+00       7.845404e-01
         437       2.758916e+00       2.969309e-03       1.449048e+00       6.327426e+00       8.953993e-01       2.789043e+00       1.011192e+00       7.843834e-01
         438       2.758961e+00       2.968956e-03       1.449076e+00       6.327695e+00       8.954912e-01       2.789101e+00       1.011196e+00       7.843873e-01
         439       3.299036e-01       1.671562e-08       1.763753e-01       2.893022e+00       1.518204e-01       8.202142e-01       2.278175e-01       1.028046e+00
         440       3.784540e+00       2.269302e-09       2.060850e+00       9.730833e-12       9.612967e-12       9.657961e-12       8.873725e-01       1.122183e+00
         441       1.049217e+00       4.933042e-02       5.473315e-01       1.208884e+01       4.392343e-01       8.189965e+00       4.044710e-01       3.960129e-01
         442       6.041249e-01       4.308071e-02       3.470583e-01       4.636186e-01       1.797955e-01       3.493663e-01       4.662595e-02       9.224555e-01
         443       1.224292e+00       4.354495e-02       6.648365e-01       3.639271e-01       2.657189e-01       3.267616e-01       1.176974e+00       1.607615e+00
         444       5.758782e-01       2.605058e-08       2.843464e-01       2.866223e-01       1.102597e-15       1.910816e-01       7.194007e-02       8.931742e-01
         445       3.962762e+00       1.685972e-09       2.178371e+00       7.898194e-12       7.812511e-12       7.845801e-12       9.404003e-01       1.145181e+00
         446       3.726490e-01       1.432071e-08       1.319988e-01       2.378733e-02       7.405881e-16       1.585822e-02       5.648867e-02       9.335117e-01
         447       1.155595e+00       4.790570e-02       6.360860e-01       3.743883e-01       1.897332e-01       2.823296e-01       1.191710e+00       1.697249e+00
         448       7.427028e-01       6.759603e-09       3.983240e-01       4.013035e-15       3.413346e-15       3.745049e-15       8.117881e-02       1.455314e+00
         449       1.231729e+00       3.442720e-02       6.725655e-01       5.034026e-01       2.496946e-01       3.407234e-01       1.163090e+00       1.622589e+00
         450       4.768356e-01       2.606137e-09       2.502106e-01       1.521129e-15       8.619144e-16       1.297232e-15       1.046812e-02       1.555313e+00
         451       1.547669e-01       2.870831e-02       8.380564e-02       3.676146e-01       1.978221e-01       2.925858e-01       1.064033e-01       9.537885e-01
         452       4.477527e+00       7.561893e-09       2.500735e+00       2.118723e-13       2.078594e-13       2.099699e-13       7.935212e-01       1.273835e+00
         453       1.112429e+00       3.532977e-02       5.766125e-01       1.089657e+01       4.309369e-01       7.395991e+00       3.712532e-01       4.054779e-01
         454       1.109167e+00       3.515080e-02       5.821676e-01       1.128970e+01       4.468707e-01       7.663276e+00       3.753652e-01       4.029407e-01
         455       2.248350e+00       4.856566e-02       1.173362e+00       1.209034e+00       7.292855e-02       3.776048e-01       1.007136e+00       7.216105e-01
         456       2.247029e+00       4.887945e-02       1.172979e+00       1.219547e+00       7.434614e-02       3.776960e-01       1.007192e+00       7.210989e-01
         457       1.996997e+00       1.275103e-02       1.032087e+00       2.558320e+00       4.329148e-01       1.403507e+00       9.711470e-02       7.093235e-01
         458       1.617407e+00       2.320914e-03       8.182841e-01       2.021851e+00       3.975429e-01       9.676452e-01       6.817037e-02       8.271004e-01
         459       2.246277e+00       4.897685e-02       1.172654e+00       1.210576e+00       7.546496e-02       3.745257e-01       1.007245e+00       7.217544e-01
         460       6.203363e-01       1.496430e-08       3.404605e-01       2.278249e+00       1.311154e-07       5.200079e-01       4.010543e-01       1.187517e+00
         461       6.242124e+00       2.561473e-03       3.165849e+00       2.460134e+00       4.975864e-01       2.070914e+00       5.757085e-01       7.328543e-01
         462       6.240988e+00       2.014726e-03       3.159185e+00       2.487520e+00       5.066894e-01       2.078331e+00       5.765771e-01       7.352130e-01
         463       7.444681e-01       1.072080e-08       4.018761e-01       2.198271e+00       6.943038e-08       5.619548e-01       4.110854e-01       1.177286e+00
         464       6.268188e+00       1.831551e-03       3.173305e+00       2.479989e+00       4.996130e-01       2.127702e+00       5.714234e-01       7.279099e-01
         465       4.532993e+00       7.426223e-02       2.565722e+00       6.960780e-01       1.000389e-03       4.421498e-01       1.535260e-01       1.830462e+00
         466       3.150125e+00       8.390132e-08       1.454033e+00       3.682325e-01       2.772168e-15       2.131863e-01       2.968235e-01       2.754053e+00
         467       4.517824e+00       7.580875e-02       2.556989e+00       6.964794e-01       1.916994e-02       4.425805e-01       1.544643e-01       1.836239e+00
         468       4.524556e+00       7.451171e-02       2.560846e+00       6.943662e-01       2.883005e-03       4.423626e-01       1.539647e-01       1.832422e+00
         469       1.575673e+00       1.246871e-07       8.445829e-01       3.159142e-01       7.704244e-15       1.426497e-01       7.078698e-02       2.454833e+00
         470       1.045651e+00       7.342580e-02       5.472725e-01       1.519433e+01       8.096714e-01       3.222388e+00       1.536334e+00       5.815173e-01
         471       1.037604e+00       7.377374e-02       5.418925e-01       1.520543e+01       8.014831e-01       3.217916e+00       1.536278e+00       5.826581e-01
         472       5.244427e-01       2.098247e-08       2.495842e-01       1.774379e+00       9.515101e-15       6.294850e-01       2.892406e-01       9.608769e-01
         473       4.631323e-01       1.786440e-08       2.220238e-01       1.804130e+00       1.374717e-14       5.194501e-01       2.779304e-01       8.613363e-01
         474       1.036778e+00       7.388854e-02       5.430999e-01       1.518737e+01       8.017274e-01       3.230332e+00       1.536858e+00       5.851667e-01
         475       1.793504e+01       1.914282e-01       8.550998e+00       1.337672e+01       1.593935e+00       4.837113e+00       3.258089e+00       3.975339e-01
         476       5.040568e-01       4.659199e-02       2.640191e-01       3.034526e+00       2.681536e-01       8.098501e-01       7.175447e-01       9.636287e-01
         477       4.998071e-01       4.821800e-02       2.599057e-01       3.694729e+00       2.566803e-01       9.994979e-01       7.092786e-01       7.994872e-01
         478       1.882967e+01       1.809399e-01       8.902204e+00       1.608110e+01       1.654626e+00       4.851941e+00       3.196653e+00       4.037732e-01
         479       1.789385e+01       1.917519e-01       8.551158e+00       1.328070e+01       1.582144e+00       4.875661e+00       3.262077e+00       3.940565e-01
         480       1.771495e-01       2.696927e-02       9.214262e-02       3.470660e+00       1.683749e-01       6.491763e-01       2.973705e-01       1.454750e+00
         481       1.385747e+00       3.056133e-02       7.532053e-01       4.860328e+00       2.988158e-01       1.074261e+00       8.663161e-02       7.753245e-01
         482       1.511414e+00       3.097773e-02       8.210062e-01       4.759919e+00       2.628505e-01       1.123912e+00       8.907823e-02       7.796699e-01
         483       2.107627e-01       4.724422e-02       1.175267e-01       2.723064e+00       2.144004e-01       6.216298e-01       3.076940e-01       1.500493e+00
         484       1.318408e+00       2.646247e-02       7.142115e-01       4.870489e+00       3.184061e-01       1.058282e+00       8.738146e-02       7.818459e-01
         485       6.091063e-01       4.969276e-08       2.964871e-01       1.456862e+00       2.181401e-01       5.962602e-01       5.375976e-01       1.729841e+00
         486       1.052750e+01       1.004212e-01       4.308083e+00       1.906855e+01       1.969260e+00       8.715765e+00       2.955100e+00       8.449923e-01
         487       1.053931e+01       9.326686e-02       4.317871e+00       1.912187e+01       1.978641e+00       8.744957e+00       2.948501e+00       8.435092e-01
         488       7.103183e-01       2.232142e-08       3.246306e-01       1.556906e+00       1.972731e-01       5.897544e-01       4.958107e-01       1.775062e+00
         489       1.055560e+01       9.832462e-02       4.320618e+00       1.911934e+01       1.994020e+00       8.739617e+00       2.952067e+00       8.449113e-01
         490       4.818663e+00       1.275466e-01       2.319699e+00       1.571274e+01       3.123530e-02       8.637217e+00       1.509295e+00       7.663075e-01
         491       4.818734e+00       1.275702e-01       2.319689e+00       1.571376e+01       3.231602e-02       8.637116e+00       1.509510e+00       7.663028e-01
         492       1.767181e+00       1.968455e-08       9.295742e-01       3.245322e-14       4.690110e-15       1.502000e-14       1.087848e+00       2.515758e+00
         493       1.529960e+00       6.592868e-09       7.218205e-01       6.485780e-15       8.973080e-16       3.561844e-15       9.937481e-01       2.851624e+00
         494       4.813489e+00       1.270058e-01       2.318243e+00       1.571143e+01       3.755119e-02       8.636707e+00       1.509030e+00       7.668117e-01
         495       3.323222e+00       1.264937e-01       1.374747e+00       1.365299e+00       6.713975e-01       1.018348e+00       1.428957e+00       3.252216e+00
         496       3.434385e+00       1.620491e-01       1.436200e+00       1.255735e+00       5.576192e-01       9.066774e-01       1.458773e+00       3.244994e+00
         497       7.839939e+00       1.346071e-07       2.953690e+00       6.648153e-15       4.067349e-15       5.547427e-15       9.444591e-01       3.587806e+00
         498       8.293186e+00       6.009890e-01       4.076441e+00       9.326246e-01       1.580416e-01       5.338897e-01       2.343895e+00       2.345223e+00
         499       2.853616e+00       1.546791e-01       1.635578e+00       8.847534e-01       8.847534e-01       8.847534e-01       5.364272e-01       2.017026e+00
         500       6.457810e+00       6.883608e-09       2.880032e+00       3.117554e+00       2.604329e-14       1.558777e+00       1.603013e+00       2.137989e+00
         501       1.295102e+01       5.608874e-08       6.374794e+00       1.447459e+00       1.086790e+00       1.267125e+00       5.548089e-01       2.820103e+00
         502       9.106183e+00       2.600008e-09       5.257234e+00       3.483138e-02       1.771152e-02       2.627145e-02       1.040034e+00       2.876253e+00
         503       2.943703e+00       3.407563e-08       1.414712e+00       1.821428e+00       4.707918e-15       9.107142e-01       6.075295e-01       2.581622e+00
         504       6.041693e+00       4.156980e-04       2.734230e+00       1.876826e-02       1.272260e-04       9.468301e-03       2.574186e+00       2.060962e+00
         505       6.593467e+00       1.280972e-07       2.763933e+00       2.024588e+00       1.797027e+00       1.910808e+00       2.903538e-01       2.735256e+00
         506       9.241053e+00       1.191391e-09       5.335157e+00       1.467434e-02       7.719774e-03       1.119706e-02       1.064502e+00       2.874338e+00
         507       8.922772e+00       4.973181e-09       5.150774e+00       5.980335e-02       2.947411e-02       4.463873e-02       1.013151e+00       2.878332e+00
         508       4.863276e+00       5.342209e-08       2.412481e+00       6.207936e+00       5.680228e-15       3.103968e+00       3.684993e-01       2.549201e+00
         509       6.077616e+00       2.124002e-02       2.727516e+00       3.664101e-01       3.511861e-03       1.847819e-01       2.570403e+00       2.058191e+00
         510       8.018004e+00       6.286138e-01       4.005934e+00       4.452776e-01       9.890166e-02       2.883569e-01       2.335531e+00       2.384768e+00
         511       1.989435e+00       1.244056e-07       9.735368e-01       8.227644e-15       6.168251e-15       7.212679e-15       1.245577e-01       3.545810e+00
         512       9.062994e+00       1.600391e-07       4.197483e+00       9.395504e-01       6.175164e-15       4.697752e-01       2.285259e+00       2.269068e+00
         513       8.871964e+00       3.181973e-07       4.082370e+00       3.347333e-03       5.436081e-15       1.673666e-03       2.278732e+00       2.321032e+00
         514       1.948968e+00       3.082360e-01       9.598704e-01       8.407087e-01       8.407087e-01       8.407087e-01       2.476461e-01       1.988181e+00
         515       8.236881e+00       6.205602e-01       4.066009e+00       8.242824e-01       1.308322e-01       4.677846e-01       2.342884e+00       2.356226e+00
         516       3.462153e+00       2.257908e-07       1.553654e+00       1.379151e-14       5.980652e-15       1.008435e-14       7.853415e-01       3.803401e+00
         517       3.179344e+00       1.422121e-07       1.421633e+00       5.711087e-15       2.758298e-15       4.198211e-15       2.765828e-01       3.356157e+00
         518       3.887712e+00       2.162956e-01       1.618562e+00       1.634892e+00       6.148210e-01       1.124856e+00       1.400990e+00       3.407984e+00
         519       6.101281e+00       9.434731e-03       2.740117e+00       2.113500e-01       2.334551e-03       1.066831e-01       2.574555e+00       2.056526e+00
         520       3.986011e-01       2.221896e-08       2.107513e-01       4.048838e+00       1.675366e-14       1.154366e+00       5.034063e-01       8.399616e-01
         521       2.150501e+00       3.272956e-02       1.023960e+00       1.758181e+01       1.340639e+00       4.163156e+00       2.651511e-01       7.524033e-01
         522       2.066763e+00       4.791294e-02       9.105227e-01       1.570231e+01       9.756195e-01       3.929172e+00       2.172343e-01       7.765769e-01
         523       3.614290e-01       2.080182e-08       1.933585e-01       4.179582e+00       5.866558e-15       1.426777e+00       5.117356e-01       9.047939e-01
         524       2.125536e+00       4.471558e-02       1.028719e+00       1.660582e+01       9.730058e-01       4.263368e+00       3.279140e-01       6.829307e-01
         525       1.490774e+00       2.216117e-08       7.124614e-01       1.033290e+00       1.427151e-14       6.606352e-01       7.455413e-01       9.300984e-01
         526       1.215442e+01       3.457128e-02       6.546551e+00       6.120575e+00       7.462488e-01       2.706879e+00       4.584724e+00       1.019439e+00
         527       1.300685e+01       8.471173e-02       7.036808e+00       2.593711e+01       1.694269e+00       9.719327e+00       5.237846e+00       4.677367e-01
         528       8.514565e-01       4.614503e-08       4.070200e-01       1.460655e+00       3.616780e-01       9.007667e-01       4.942473e-01       8.675332e-01
         529       1.286380e+01       1.935169e-01       7.102248e+00       2.328949e+01       1.549062e+00       9.915498e+00       5.277216e+00       4.330345e-01
         530       1.034348e+00       5.824701e-08       4.930704e-01       1.666496e+00       5.366078e-01       8.663920e-01       5.211270e-01       1.294074e+00
         531       1.414893e+00       2.947332e-08       7.073885e-01       1.067384e+00       5.875131e-15       6.289452e-01       9.526122e-01       9.169668e-01
         532       1.215828e+01       3.675329e-02       6.550921e+00       6.125644e+00       7.509493e-01       2.706028e+00       4.583818e+00       1.019160e+00
         533       1.215586e+01       3.425326e-02       6.546951e+00       6.121846e+00       7.486763e-01       2.707367e+00       4.584476e+00       1.019264e+00
         534       1.259221e+01       5.809616e-02       6.839896e+00       2.505674e+01       1.211530e+00       9.280166e+00       5.225538e+00       4.744977e-01
         535       1.096414e+01       6.656052e-05       6.313621e+00       4.110736e-01       9.623323e-03       2.352425e-01       3.019139e+00       2.090951e+00
         536       1.041381e+01       1.622874e-08       5.991369e+00       1.683935e-01       6.158524e-12       7.088796e-02       2.883091e+00       2.712411e+00
         537       1.000828e+01       4.138476e-07       5.778286e+00       5.613037e+00       1.540230e-14       4.811175e+00       2.691439e+00       1.529963e+00
         538       1.098768e+01       6.915509e-05       6.325777e+00       3.992844e-01       9.155335e-03       2.304417e-01       3.025869e+00       2.094167e+00
         539       9.765686e+00       1.135839e-07       5.589304e+00       2.484329e+00       3.777370e-02       1.446949e+00       2.294402e+00       1.836997e+00
         540       1.472128e+01       4.544437e-07       8.499333e+00       2.184434e+00       4.540543e-15       1.872372e+00       5.222904e-01       1.626545e+00
         541       1.128913e+01       1.703407e-06       6.446551e+00       7.554334e-02       1.491912e-12       6.475133e-02       3.122987e+00       2.571654e+00
         542       1.045825e+01       4.086552e-07       5.921276e+00       1.780393e+00       7.449317e-01       1.191023e+00       2.122105e+00       1.850631e+00
         543       9.244298e+00       4.061410e-08       5.202603e+00       1.194586e+00       1.675732e-07       6.826208e-01       2.320545e+00       1.989987e+00
         544       1.346288e+01       1.354056e-07       6.855990e+00       6.335539e+00       3.588219e-15       3.620308e+00       1.591413e+00       2.368854e+00
         545       1.070272e+01       5.404627e-07       6.179221e+00       6.088861e+00       2.373321e-13       5.219024e+00       2.648426e+00       1.492928e+00
         546       7.492424e+00       2.353971e-05       3.981073e+00       3.799589e+00       1.568742e-02       2.185042e+00       7.034597e-01       1.780158e+00
         547       8.357048e+00       6.343519e-03       4.782119e+00       5.236369e-01       8.601527e-02       4.106606e-01       3.999950e-01       2.168997e+00
         548       1.444824e+01       6.566492e-07       8.341695e+00       2.115780e+00       4.984708e-15       1.813526e+00       5.098232e-01       1.632083e+00
         549       1.095528e+01       1.144009e-08       6.218584e+00       1.783463e+00       2.299787e-14       1.528683e+00       2.956669e+00       2.627027e+00
         550       1.444824e+01       6.566492e-07       8.341695e+00       2.115780e+00       4.984708e-15       1.813526e+00       5.098232e-01       1.632083e+00
         551       8.104390e+00       1.948740e-04       4.678798e+00       9.266023e-03       3.674891e-03       6.161036e-03       4.380660e-01       2.482148e+00
         552       7.613520e+00       8.247881e-05       4.050751e+00       3.749399e+00       2.887666e-03       2.144795e+00       7.020519e-01       1.776998e+00
         553       8.103307e+00       3.236368e-05       4.678402e+00       2.248061e-03       5.853600e-04       1.330865e-03       4.381496e-01       2.484933e+00
         554       4.961490e+00       1.438887e-01       2.623504e+00       4.721003e+00       9.739142e-01       2.796562e+00       4.135831e-01       1.809458e+00
         555       1.129577e+01       1.793673e-06       6.450683e+00       7.571459e-02       1.493677e-12       6.489809e-02       3.126366e+00       2.572360e+00
         556       8.137969e+00       4.868801e-04       4.697669e+00       3.637272e-02       1.607361e-02       2.622203e-02       4.361658e-01       2.464512e+00
         557       8.103935e+00       7.519064e-05       4.678602e+00       9.110765e-03       1.957283e-03       5.866058e-03       4.381016e-01       2.483836e+00
         558       8.103658e+00       6.450437e-05       4.678501e+00       3.626266e-03       1.604822e-03       2.674062e-03       4.381346e-01       2.485138e+00
         559       8.769907e+00       2.406667e-05       4.984451e+00       7.395688e-01       4.832474e-01       5.954934e-01       2.500540e+00       1.998931e+00
         560       1.000828e+01       4.138476e-07       5.778286e+00       5.613037e+00       1.540230e-14       4.811175e+00       2.691439e+00       1.529963e+00
         561       1.432521e+01       9.180265e-08       7.408584e+00       4.593753e+00       1.026037e-14       2.625001e+00       1.371968e+00       2.280839e+00
         562       1.602312e+01       5.085173e-08       9.193901e+00       2.162689e+00       2.257190e-07       1.235822e+00       1.533307e+00       1.947471e+00
         563       7.627894e+00       5.265564e-05       4.058585e+00       3.742435e+00       1.189803e-04       2.138615e+00       7.018662e-01       1.777111e+00
         564       1.576205e+01       6.511939e-08       9.037051e+00       2.483333e+00       1.786789e-14       2.128571e+00       1.601405e+00       2.440310e+00
         565       1.444824e+01       6.566492e-07       8.341695e+00       2.115780e+00       4.984708e-15       1.813526e+00       5.098232e-01       1.632083e+00
         566       8.305623e+00       1.615014e-02       4.776041e+00       4.679898e-01       6.490517e-02       3.126912e-01       4.037589e-01       2.190074e+00
         567       1.285434e+01       9.632111e-05       7.345304e+00       3.518046e+00       2.989589e-01       2.506305e+00       1.091817e+00       1.802472e+00
         568       8.323286e+00       1.028952e-02       4.779926e+00       4.815385e-01       5.032588e-02       3.218392e-01       4.049404e-01       2.184063e+00
         569       1.000828e+01       4.138476e-07       5.778286e+00       5.613037e+00       1.540230e-14       4.811175e+00       2.691439e+00       1.529963e+00
         570       1.094649e+01       3.305831e-08       6.273574e+00       1.105659e-01       1.162125e-12       6.078886e-02       3.009571e+00       2.763980e+00
         571       1.000828e+01       4.138476e-07       5.778286e+00       5.613037e+00       1.540230e-14       4.811175e+00       2.691439e+00       1.529963e+00
         572       1.119891e+01       1.533255e-04       6.448299e+00       4.637501e-01       1.502762e-02       2.595209e-01       3.238559e+00       2.140272e+00
         573       7.956708e+00       1.206596e-01       4.023219e+00       4.737017e+00       2.849939e+00       3.661303e+00       6.771610e-01       1.649519e+00
         574       1.095113e+01       3.319931e-08       6.276166e+00       1.113364e-01       1.264709e-12       6.111107e-02       3.010827e+00       2.764179e+00
         575       9.149653e+00       1.102946e-07       5.281507e+00       2.341111e+00       3.389815e-02       1.363277e+00       2.708538e+00       1.796177e+00
         576       1.023033e+01       8.401767e-06       5.801391e+00       6.860251e-02       4.221888e-12       5.879998e-02       3.540523e+00       2.611560e+00
         577       1.472128e+01       4.544437e-07       8.499333e+00       2.184434e+00       4.540543e-15       1.872372e+00       5.222904e-01       1.626545e+00
         578       9.662987e+00       2.756864e-07       5.494568e+00       8.358541e-01       6.529371e-01       7.316573e-01       2.636939e+00       1.902469e+00
         579       8.117858e+00       3.092363e-04       4.686236e+00       1.120165e-02       5.625419e-03       7.970176e-03       4.374382e-01       2.478162e+00
         580       2.646091e+00       6.674539e-02       1.365508e+00       3.555750e+00       7.638675e-01       1.655117e+00       4.810322e-01       7.036837e-01
         581       2.662237e+00       6.854930e-02       1.374850e+00       3.663589e+00       7.544078e-01       1.627711e+00       4.813922e-01       7.066981e-01
         582       4.184221e-01       4.853611e-08       2.029596e-01       2.247906e+00       1.518355e-14       1.229504e+00       1.760867e-01       6.800187e-01
         583       4.500467e-01       4.387053e-08       2.170953e-01       2.420911e+00       3.881628e-15       1.299715e+00       1.904589e-01       6.831143e-01
         584       2.660784e+00       7.178016e-02       1.374560e+00       4.018491e+00       7.868853e-01       1.595323e+00       4.668223e-01       7.158181e-01
         585       4.419007e+00       2.134913e-02       2.434079e+00       1.114687e+01       1.233196e+00       3.458454e+00       8.760462e-01       7.590044e-01
         586       8.283119e-01       1.766026e-08       3.789837e-01       5.288091e-01       4.232760e-06       3.966532e-01       5.732847e-01       2.227622e+00
         587       6.640483e-01       8.519254e-08       3.152161e-01       6.633081e-01       4.251053e-06       4.975194e-01       4.762639e-01       2.055914e+00
         588       4.429747e+00       2.593016e-02       2.429354e+00       1.107658e+01       1.194251e+00       3.503471e+00       8.641237e-01       7.426151e-01
         589       4.685099e+00       2.827912e-02       2.559112e+00       1.097296e+01       1.229690e+00       3.469472e+00       8.860729e-01       7.369386e-01
         590       2.122594e+00       1.759190e-02       1.176812e+00       8.508711e-01       2.354226e-04       4.112450e-01       1.832893e-01       1.161283e+00
