# 
#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f             devi_e            min_dis
         113       2.436249e+00       1.198893e-04       1.380147e+00       1.320382e+00       1.579476e-01       8.287685e-01       9.623236e-01       7.129865e-01
         114       2.680392e+00       1.036026e-05       1.499556e+00       4.410475e-01       4.169285e-07       1.742249e-01       9.244125e-01       7.353290e-01
         115       2.728645e+00       7.809926e-06       1.526582e+00       4.456518e-01       2.423416e-07       1.716953e-01       9.205389e-01       7.356995e-01
         116       2.679842e+00       8.341666e-09       1.350709e+00       2.223277e+00       4.765151e-02       1.155678e+00       2.817951e-01       6.367419e-01
         117       1.947044e+00       1.827366e-08       9.706009e-01       1.401689e+00       5.859535e-02       8.839095e-01       2.407837e-01       8.849033e-01
         118       2.745418e+00       2.050979e-08       1.448022e+00       3.389342e+00       3.208101e-14       1.002252e+00       1.376328e-01       6.203594e-01
         119       3.715126e+00       2.929672e-08       2.051282e+00       5.486408e-01       7.210053e-14       2.762062e-01       8.190967e-01       7.404856e-01
         120       1.130678e+00       4.334410e-09       6.431431e-01       1.313962e+00       2.945377e-01       6.017798e-01       4.466296e-02       8.125626e-01
         121       2.075910e+00       7.233532e-02       1.166884e+00       1.363387e+00       5.120619e-02       3.866234e-01       1.008638e+00       7.210128e-01
         122       2.484141e+00       1.924328e-05       1.399669e+00       1.496764e+00       1.852770e-01       7.999034e-01       9.579837e-01       6.938681e-01
         123       4.834750e-01       6.840268e-09       2.229745e-01       3.881371e-01       2.229808e-15       1.625030e-01       2.219370e-02       1.115894e+00
         124       2.483839e+00       2.301459e-05       1.399516e+00       1.496350e+00       2.288889e-01       7.990172e-01       9.579220e-01       6.934389e-01
         125       2.182949e+00       7.750894e-04       1.211357e+00       9.326081e-01       1.434897e-01       5.992935e-01       9.927192e-01       7.390520e-01
         126       2.186382e+00       9.063905e-04       1.213293e+00       9.178333e-01       1.358438e-01       5.994518e-01       9.923755e-01       7.389580e-01
         127       1.146778e+00       2.917199e-09       6.143236e-01       3.482603e-01       1.048810e-14       2.016491e-01       3.113278e-02       1.117210e+00
         128       2.482845e+00       2.283892e-05       1.398583e+00       1.493646e+00       2.280587e-01       7.979065e-01       9.580592e-01       6.938869e-01
         129       2.180005e+00       7.500118e-04       1.209669e+00       9.107784e-01       1.469254e-01       5.977740e-01       9.930446e-01       7.387578e-01
         130       1.784543e+00       7.208007e-09       9.278240e-01       1.401752e+00       1.045697e-14       4.718195e-01       8.330667e-02       8.100204e-01
         131       3.745185e+00       2.514404e-07       2.073901e+00       5.706613e-01       1.373632e-12       2.874372e-01       8.177264e-01       7.420011e-01
         132       3.784111e+00       4.897749e-07       2.100258e+00       5.790526e-01       1.633948e-12       2.867634e-01       8.045310e-01       7.430853e-01
         133       4.712600e-01       4.123011e-09       2.698285e-01       6.524254e-01       2.404372e-01       4.544391e-01       4.185999e-02       9.769218e-01
         134       2.522485e-01       6.608990e-09       1.424868e-01       5.664038e-01       2.364359e-01       3.883760e-01       4.348536e-02       9.719821e-01
         135       2.792544e+00       5.468733e-06       1.562443e+00       4.518987e-01       1.364421e-07       1.725721e-01       9.151357e-01       7.364166e-01
         136       1.649713e+00       7.139834e-09       9.383008e-01       7.172526e-01       1.954280e-01       4.428281e-01       3.872172e-02       8.462313e-01
         137       4.201303e-01       6.421830e-09       2.361230e-01       5.631135e-01       2.699457e-15       2.478399e-01       1.757245e-02       1.189274e+00
         138       2.437978e+00       7.589454e-05       1.380752e+00       1.325771e+00       1.598332e-01       8.221193e-01       9.622539e-01       7.129273e-01
         139       2.438434e+00       6.835307e-05       1.381108e+00       1.322226e+00       1.630520e-01       8.246980e-01       9.620806e-01       7.134217e-01
         140       3.098153e+00       7.694270e-09       1.485235e+00       2.496067e+00       2.892349e-01       9.627594e-01       4.389146e-01       1.137824e+00
         141       2.515281e+00       6.187525e-04       1.206388e+00       3.813677e+00       2.925581e+00       3.181647e+00       6.308066e-01       8.146604e-01
         142       2.515328e+00       1.948765e-03       1.206118e+00       3.812751e+00       2.926649e+00       3.182059e+00       6.307793e-01       8.132181e-01
         143       2.719236e+00       5.282104e-09       1.323205e+00       3.112685e+00       4.001563e-01       1.134503e+00       4.394444e-01       1.127055e+00
         144       2.515356e+00       5.748674e-04       1.206447e+00       3.819129e+00       2.923404e+00       3.180155e+00       6.306046e-01       8.147684e-01
         145       1.117555e+00       1.906733e-02       6.376549e-01       2.575279e+00       2.761065e-01       9.203440e-01       4.973382e-01       7.366455e-01
         146       2.817835e-01       2.707373e-06       1.038581e-01       2.700173e+00       9.637233e-02       1.003117e+00       3.966717e-01       7.740431e-01
         147       2.890358e-01       3.466128e-06       1.042491e-01       3.612939e+00       9.890670e-02       1.110147e+00       4.304585e-01       7.920253e-01
         148       9.438642e-01       2.136576e-02       5.362295e-01       2.607627e+00       3.132536e-01       9.703537e-01       5.005154e-01       7.149483e-01
         149       1.402074e+00       1.926656e-02       8.008958e-01       2.665939e+00       2.468597e-01       8.931484e-01       4.867978e-01       6.856683e-01
         150       1.338892e+00       2.160521e-02       5.697154e-01       4.283360e+00       5.807994e-01       1.364922e+00       6.998316e-01       7.549037e-01
         151       5.768188e-01       3.806375e-08       2.838487e-01       1.346129e+00       1.899267e-04       7.572922e-01       3.348228e-01       1.280860e+00
         152       4.592295e-01       2.534432e-08       2.646322e-01       1.685965e+00       1.778043e-04       8.784373e-01       3.400275e-01       1.292864e+00
         153       1.338352e+00       2.150965e-02       5.697121e-01       4.291265e+00       5.818536e-01       1.365699e+00       6.998967e-01       7.545191e-01
         154       1.337933e+00       2.175418e-02       5.692038e-01       4.284905e+00       5.809668e-01       1.364714e+00       7.001415e-01       7.550434e-01
         155       8.268978e+00       1.182454e-01       4.568124e+00       5.894779e+00       4.154528e-03       2.163858e+00       2.245421e+00       9.591570e-01
         156       1.998731e+00       4.077860e-05       9.727950e-01       5.442358e+00       8.686352e-01       1.751325e+00       8.617230e-01       7.444480e-01
         157       8.272973e+00       1.180291e-01       4.570665e+00       5.909635e+00       1.726279e-02       2.168893e+00       2.245176e+00       9.578761e-01
         158       8.275063e+00       1.201484e-01       4.571746e+00       5.924807e+00       2.858760e-02       2.167485e+00       2.245982e+00       9.588233e-01
         159       1.289231e+00       2.246158e-05       6.879905e-01       6.795582e+00       6.571709e-01       1.861082e+00       1.138570e+00       9.257830e-01
         160       1.242544e+00       2.430359e-08       6.122135e-01       1.976784e+00       1.054115e+00       1.320805e+00       5.209167e-01       1.935569e+00
         161       8.586405e+00       9.981798e-02       4.722243e+00       3.480926e+00       1.308219e-01       1.625757e+00       2.374388e+00       2.017255e+00
         162       8.586085e+00       1.028834e-01       4.721494e+00       3.517552e+00       1.381493e-01       1.620158e+00       2.373228e+00       2.017350e+00
         163       1.968277e+00       4.979308e-08       1.132925e+00       1.486449e+00       4.831309e-01       8.724911e-01       4.572203e-01       2.294882e+00
         164       8.587198e+00       1.023269e-01       4.723785e+00       3.484248e+00       1.340644e-01       1.622605e+00       2.374445e+00       2.016466e+00
         165       2.422448e+00       9.179917e-08       1.398601e+00       1.022877e-07       1.022877e-07       1.022877e-07       3.144493e-01       2.798338e+00
         166       2.036766e+00       5.521227e-05       1.173048e+00       3.289438e-01       3.284208e-01       3.287481e-01       6.872664e-01       2.390483e+00
         167       2.422448e+00       9.179918e-08       1.398601e+00       1.022878e-07       1.022878e-07       1.022878e-07       3.144493e-01       2.798338e+00
         168       1.377400e+00       2.509326e-02       7.906441e-01       8.684644e-03       6.749162e-03       7.685025e-03       6.703533e-01       2.644821e+00
         169       3.010959e+00       1.117056e-07       1.514261e+00       1.513058e+00       8.131732e-01       1.279763e+00       2.328075e-01       2.392481e+00
         170       4.831226e+00       1.050793e-07       2.672986e+00       4.624552e-01       1.960270e-14       3.083035e-01       1.459771e-01       2.457208e+00
         171       1.379305e+00       5.548305e-05       7.917571e-01       5.063733e-02       4.662771e-02       4.909288e-02       6.690943e-01       2.649268e+00
         172       1.377138e+00       2.878261e-02       7.923759e-01       3.351554e-03       5.102114e-04       2.203596e-03       6.685792e-01       2.648562e+00
         173       3.777910e+00       1.571129e-01       2.106400e+00       1.087586e+00       3.879209e-01       7.445799e-01       1.776600e-01       2.094743e+00
         174       1.378599e+00       2.932480e-02       7.934639e-01       6.694126e-04       2.758883e-04       4.495460e-04       6.682626e-01       2.651261e+00
         175       3.638967e+00       1.646270e-01       2.041154e+00       1.171681e+00       3.301773e-01       8.317976e-01       1.774388e-01       2.092435e+00
         176       1.820067e+00       1.280002e-07       8.836302e-01       5.492484e-04       3.919990e-15       1.830828e-04       1.995145e-01       2.567431e+00
         177       2.967917e+00       6.611454e-05       1.618357e+00       4.803811e-01       2.387751e-12       3.202541e-01       7.527988e-01       2.270821e+00
         178       1.382678e+00       3.542468e-04       7.943426e-01       5.525309e-03       2.133417e-03       4.091759e-03       6.677129e-01       2.650006e+00
         179       2.966994e+00       6.914393e-05       1.618386e+00       4.829237e-01       2.416219e-12       3.219492e-01       7.508504e-01       2.273186e+00
         180       2.465188e+00       7.285877e-06       1.229378e+00       6.273826e-01       6.725816e-14       2.091275e-01       5.819922e-01       2.322512e+00
         181       1.994119e+00       1.100689e-01       1.151668e+00       1.454200e+00       4.247490e-01       1.111050e+00       5.053498e-01       2.264605e+00
         182       1.866967e+00       1.150829e-07       9.977440e-01       1.243851e-01       1.673726e-07       8.292345e-02       4.026106e-01       2.730001e+00
         183       2.582959e+00       1.124878e-01       1.429362e+00       7.167949e-01       2.563979e-01       5.107919e-01       2.257734e-01       2.109064e+00
         184       1.380875e+00       3.023427e-02       7.952346e-01       5.499990e-03       2.003756e-03       3.787093e-03       6.677578e-01       2.649134e+00
         185       3.046666e+00       4.960334e-08       1.705280e+00       6.079190e-08       1.134190e-15       4.052794e-08       4.180163e-01       2.768007e+00
         186       1.381903e+00       3.624223e-04       7.936319e-01       3.993708e-03       1.281130e-03       2.738426e-03       6.680728e-01       2.650350e+00
         187       1.571689e+00       4.105428e-08       7.711044e-01       1.464512e-04       3.752948e-15       4.881706e-05       2.037149e-01       2.539954e+00
         188       1.381860e+00       1.482444e-04       7.934110e-01       1.645559e-03       3.300251e-04       8.384617e-04       6.682456e-01       2.650993e+00
         189       3.403777e+00       1.965156e-01       1.788880e+00       1.266019e+00       6.640695e-01       9.517903e-01       9.772474e-01       2.318243e+00
         190       2.660841e+00       1.314176e-05       1.350469e+00       4.743821e-01       2.311813e-13       1.581274e-01       5.315093e-01       2.313886e+00
         191       1.375043e+00       6.925672e-03       7.917282e-01       5.826639e-02       1.592396e-02       4.191708e-02       6.685228e-01       2.645436e+00
         192       3.032742e+00       1.151274e-01       1.429257e+00       2.193870e+00       9.094244e-01       1.392568e+00       4.031997e+00       3.685307e+00
         193       3.058915e+00       9.299911e-02       1.433959e+00       2.265505e+00       9.905195e-01       1.430940e+00       4.015303e+00       3.536724e+00
         194       1.371835e+00       1.963111e-04       7.919987e-01       7.707541e-04       4.902111e-04       5.959167e-04       6.751626e-01       2.639620e+00
         195       2.690199e+00       2.590961e-07       1.553187e+00       2.344125e-07       2.344125e-07       2.344125e-07       4.552716e-01       2.894832e+00
         196       2.690199e+00       2.590961e-07       1.553187e+00       2.344124e-07       2.344124e-07       2.344124e-07       4.552717e-01       2.894832e+00
         197       1.378533e+00       2.928076e-02       7.933977e-01       8.643877e-05       6.098879e-05       7.325394e-05       6.682831e-01       2.651419e+00
         198       2.340937e+00       9.649720e-02       1.346395e+00       1.138391e+00       5.063263e-01       7.638721e-01       2.056931e-01       2.070137e+00
         199       2.749594e+00       7.610883e-08       1.398078e+00       9.399369e-01       4.454049e-01       7.750929e-01       2.371250e-01       2.596161e+00
         200       1.377756e+00       2.873708e-02       7.926905e-01       5.585873e-03       2.525572e-03       4.613232e-03       6.686029e-01       2.648135e+00
         201       1.379138e+00       4.420641e-04       7.921974e-01       5.361655e-02       4.921413e-02       5.112306e-02       6.686476e-01       2.651274e+00
         202       1.376732e+00       7.193347e-03       7.931223e-01       5.724458e-02       3.048613e-04       3.811772e-02       6.681005e-01       2.652792e+00
         203       3.049129e+00       2.198969e-01       1.508009e+00       2.244360e+00       1.069544e+00       1.615462e+00       4.006175e+00       3.468141e+00
         204       1.376711e+00       7.153696e-03       7.925013e-01       5.768921e-02       4.213687e-03       3.942908e-02       6.682823e-01       2.649316e+00
         205       1.371404e+00       4.542818e-03       7.916089e-01       1.194432e-02       1.080340e-02       1.136700e-02       6.749796e-01       2.638789e+00
         206       2.056883e+00       4.896809e-04       1.183452e+00       3.331150e-01       3.265918e-01       3.308542e-01       6.868061e-01       2.388670e+00
