# 
#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f             devi_e            min_dis
         340       5.440105e+00       2.411839e-08       2.473051e+00       6.517927e+00       2.078241e-15       2.323251e+00       3.894317e-01       1.285474e+00
         341       9.503794e-01       4.015372e-02       4.960506e-01       2.644232e+00       4.820388e-01       1.249952e+00       3.191689e-01       7.681194e-01
         342       5.424828e+00       2.203670e-08       2.476438e+00       6.118492e+00       4.670037e-15       2.168272e+00       2.761287e-01       1.301951e+00
         343       1.178669e+00       5.693272e-02       6.481915e-01       2.349347e+00       5.328850e-01       1.083739e+00       3.275765e-01       8.051287e-01
         344       1.143120e+00       5.183211e-02       6.190838e-01       2.499632e+00       4.779077e-01       1.145374e+00       3.268218e-01       7.556745e-01
         345       2.549443e+00       3.837681e-02       1.352552e+00       1.118615e+01       7.120936e-01       2.510433e+00       3.558652e-01       7.104247e-01
         346       8.537312e-01       8.130995e-09       4.167531e-01       6.419937e-01       2.437949e-02       3.770178e-01       9.865913e-01       1.332953e+00
         347       9.317554e-01       1.233573e-08       4.523188e-01       7.273346e-01       3.758621e-02       4.023417e-01       9.498495e-01       1.144098e+00
         348       3.135831e+00       2.608563e-02       1.635485e+00       1.184623e+01       2.867451e-01       2.217240e+00       3.843095e-01       7.447933e-01
         349       2.784939e+00       4.381907e-02       1.457096e+00       1.126126e+01       6.995643e-01       2.352393e+00       3.854003e-01       8.081737e-01
         350       8.929917e+00       3.388363e-02       4.433919e+00       3.732919e+00       1.200234e-14       1.493168e+00       1.009538e+01       1.512241e+00
         351       2.009955e+01       1.398846e-01       1.118283e+01       1.037548e+00       2.167690e-01       6.927756e-01       1.432523e+01       2.249926e+00
         352       2.052117e+01       2.457756e-01       1.111938e+01       2.384492e-01       2.249044e-02       1.108793e-01       1.419299e+01       2.241541e+00
         353       2.143432e+01       3.436040e-01       1.110391e+01       2.279424e-02       1.039275e-02       1.741786e-02       1.417344e+01       2.246675e+00
         354       2.091006e+01       1.134025e-01       1.109218e+01       8.711470e-01       6.776875e-02       6.268047e-01       1.417214e+01       2.223682e+00
         355       2.144329e+01       2.856661e-01       1.113069e+01       4.850928e-02       6.689127e-03       3.671812e-02       1.419177e+01       2.237006e+00
         356       2.143628e+01       1.494167e-01       1.109743e+01       3.528241e-01       3.467241e-02       1.970913e-01       1.416763e+01       2.252346e+00
         357       2.151303e+01       1.036063e-01       1.109268e+01       1.882634e-03       5.392860e-04       1.353407e-03       1.416940e+01       2.256157e+00
         358       5.389732e+00       5.652307e-03       2.546916e+00       3.800467e+00       9.265483e-13       1.520187e+00       9.492111e+00       1.568721e+00
         359       1.999714e+01       1.962972e-01       1.117545e+01       1.103967e+00       4.302330e-02       8.081572e-01       1.431396e+01       2.252866e+00
         360       2.060681e+01       8.069151e-02       1.109598e+01       1.542696e-02       7.265140e-03       1.089044e-02       1.417102e+01       2.249431e+00
         361       1.120207e+01       3.211895e-04       6.389398e+00       4.415170e+01       9.928042e-02       2.463254e+01       8.014511e+00       1.220086e+00
         362       2.143900e+01       3.477237e-01       1.109720e+01       9.057231e-03       1.867049e-03       4.919808e-03       1.417209e+01       2.249653e+00
         363       9.106245e+00       3.281551e-06       4.988155e+00       4.114815e+00       2.427455e-03       3.283187e+00       9.505733e+00       1.526594e+00
         364       1.192702e+01       8.225149e-07       4.916440e+00       7.647637e+00       6.859797e+00       7.175310e+00       5.665462e+00       1.537850e+00
         365       8.018111e+00       1.223392e-05       4.445376e+00       7.267235e+00       2.765217e+00       4.637166e+00       8.994053e+00       1.539953e+00
         366       1.080405e+01       9.453895e-04       4.732970e+00       6.976226e+00       6.263502e+00       6.472872e+00       5.136053e+00       1.516602e+00
         367       9.698671e+00       1.413311e-02       3.886145e+00       3.571506e-02       1.926240e-02       2.352352e-02       9.054069e+00       1.492634e+00
         368       2.001774e+01       2.398098e-01       1.117137e+01       1.084051e+00       7.478912e-03       8.004446e-01       1.431949e+01       2.255287e+00
         369       2.060720e+01       7.925907e-02       1.109461e+01       1.985384e-03       7.476687e-04       1.341924e-03       1.417084e+01       2.249922e+00
         370       1.495569e+00       9.059500e-09       7.851470e-01       5.649830e+00       1.845784e-14       3.181426e+00       3.017207e+00       1.381367e+00
         371       2.486451e+01       8.882778e-03       1.383012e+01       3.761985e+00       1.442338e-02       1.429292e+00       3.293271e+00       1.353575e+00
         372       7.172410e+00       1.291538e-08       3.402014e+00       2.540296e+00       6.858962e-14       1.630148e+00       2.733990e+00       1.265944e+00
         373       2.486319e+01       9.392682e-03       1.383003e+01       3.783036e+00       4.044652e-02       1.428302e+00       3.291204e+00       1.352188e+00
         374       2.486358e+01       8.714696e-03       1.383002e+01       3.781330e+00       1.798265e-02       1.425231e+00       3.292476e+00       1.353523e+00
         375       2.324361e+00       7.747979e-09       1.185182e+00       3.513358e+00       5.635942e-08       1.760332e+00       5.358681e-01       6.883525e-01
         376       1.722828e+01       1.436025e-01       6.164378e+00       5.295449e+01       2.575007e+00       1.281911e+01       4.347326e+00       6.866364e-01
         377       1.615896e+01       1.856286e-01       5.569242e+00       4.027241e+01       1.812675e+00       1.280533e+01       4.694987e+00       6.806069e-01
         378       2.018023e+00       5.125797e-08       1.030647e+00       2.525638e+00       6.436707e-08       1.592242e+00       6.301918e-01       6.985002e-01
         379       1.489683e+01       1.252508e-01       5.327870e+00       2.439687e+01       2.478774e+00       1.060466e+01       4.652662e+00       7.356202e-01
         380       1.636437e+00       1.503735e-01       8.880695e-01       5.447109e+00       3.813004e-01       1.756669e+00       3.581510e-01       1.034123e+00
         381       1.656819e+00       1.601787e-01       9.036947e-01       5.868458e+00       3.573681e-01       1.753980e+00       3.559373e-01       1.025535e+00
         382       4.545208e-01       3.663757e-06       1.792865e-01       1.186912e+00       5.871879e-08       4.747736e-01       3.933643e-01       1.259098e+00
         383       1.694949e+00       1.603821e-01       9.286976e-01       5.505543e+00       3.130023e-01       1.744261e+00       3.587999e-01       1.004568e+00
         384       5.649133e-01       4.138184e-06       2.197892e-01       1.676803e+00       2.051318e-07       6.194015e-01       3.662776e-01       9.609876e-01
         385       5.747995e-01       3.942268e-09       2.798857e-01       2.196624e+00       6.622247e-02       5.077651e-01       1.145768e+00       1.505354e+00
         386       8.262390e-01       5.732005e-09       4.024826e-01       2.837755e+00       6.929537e-02       6.027910e-01       1.115914e+00       1.385712e+00
         387       3.706476e+00       2.302420e-02       2.022086e+00       5.850999e+00       7.559919e-01       2.513673e+00       1.544228e-01       7.787622e-01
         388       3.692955e+00       2.083143e-02       2.015814e+00       5.817774e+00       7.647685e-01       2.510967e+00       1.539302e-01       7.774815e-01
         389       3.697633e+00       2.158212e-02       2.016421e+00       5.867006e+00       7.713157e-01       2.523369e+00       1.553381e-01       7.781376e-01
         390       2.267888e+01       4.245596e-01       1.293274e+01       3.573031e+00       5.025183e-01       1.818332e+00       3.817253e+00       1.217885e+00
         391       2.268022e+01       4.207084e-01       1.293236e+01       3.564617e+00       4.790968e-01       1.815251e+00       3.814502e+00       1.218308e+00
         392       6.555295e+00       1.981946e-05       3.178629e+00       3.269635e+00       7.925349e-02       1.630718e+00       2.668590e+00       1.296984e+00
         393       2.267940e+01       4.186784e-01       1.293174e+01       3.535669e+00       4.806221e-01       1.807102e+00       3.815792e+00       1.218156e+00
         394       2.967420e+00       5.218910e-05       1.604711e+00       7.856065e+00       3.951762e-01       3.317062e+00       3.563140e+00       1.114987e+00
         395       6.627599e+00       1.795908e-01       3.757527e+00       3.293908e+00       1.182433e-01       2.278581e+00       4.740739e-01       7.082571e-01
         396       1.883095e+00       4.632562e-06       9.823341e-01       3.034034e+00       2.218088e-01       1.287194e+00       1.837803e-01       5.684025e-01
         397       6.642354e+00       5.243643e-02       3.770213e+00       3.391776e+00       1.111095e-01       2.266738e+00       4.668128e-01       7.088299e-01
         398       6.801177e+00       4.372607e-02       3.811471e+00       3.571461e+00       1.119263e-01       2.588161e+00       4.619926e-01       7.044992e-01
         399       6.801203e+00       1.792109e-02       3.827343e+00       3.546643e+00       1.952809e-01       2.746751e+00       4.712357e-01       7.061097e-01
         400       2.244887e+00       3.297745e-08       1.091342e+00       1.431570e+00       3.021234e-08       8.449247e-01       1.224075e-01       8.660883e-01
         401       6.802156e+00       1.739992e-02       3.827787e+00       3.567822e+00       1.931996e-01       2.748831e+00       4.712972e-01       7.053297e-01
         402       2.034744e+00       2.881967e-08       9.697387e-01       1.570791e+00       4.075404e-08       9.180908e-01       1.359510e-01       8.342836e-01
         403       6.626311e+00       1.792347e-01       3.757081e+00       3.280372e+00       1.114490e-01       2.281977e+00       4.741267e-01       7.092848e-01
         404       1.593843e+00       3.200609e-06       7.559585e-01       2.319757e+00       3.049426e-01       1.055384e+00       1.083936e-01       7.949894e-01
         405       2.073049e+00       1.073116e-05       1.152675e+00       1.307299e+00       2.805631e-01       8.035404e-01       1.293557e-01       8.382600e-01
         406       6.641536e+00       5.237875e-02       3.770091e+00       3.397663e+00       1.121304e-01       2.268864e+00       4.668271e-01       7.088774e-01
         407       1.113893e+00       6.325391e-06       6.008724e-01       3.323199e+00       3.735538e-02       8.352811e-01       4.928455e-02       5.578396e-01
         408       6.802540e+00       4.288511e-02       3.812443e+00       3.544297e+00       1.338382e-01       2.583167e+00       4.621246e-01       7.054797e-01
         409       1.813207e+00       2.331381e-05       1.019230e+00       3.432743e+00       2.299911e-02       7.408280e-01       4.333217e-02       5.326231e-01
         410       6.801979e+00       4.284072e-02       3.811821e+00       3.558898e+00       1.293701e-01       2.588200e+00       4.620854e-01       7.048809e-01
         411       6.801730e+00       1.756447e-02       3.827155e+00       3.557159e+00       1.968246e-01       2.748901e+00       4.711866e-01       7.056708e-01
         412       6.626621e+00       1.793777e-01       3.757258e+00       3.278462e+00       1.156480e-01       2.281307e+00       4.740662e-01       7.079862e-01
         413       2.573777e+00       6.965735e-06       1.354452e+00       2.376283e+00       5.110404e-01       1.522515e+00       2.149800e-01       8.697766e-01
         414       6.640096e+00       5.224218e-02       3.769892e+00       3.392810e+00       1.121019e-01       2.267422e+00       4.667702e-01       7.084474e-01
         415       7.017834e+00       2.173028e-01       3.750845e+00       8.046552e+00       1.974863e+00       4.101312e+00       1.613336e+00       9.282180e-01
         416       4.588143e+00       1.190832e-01       2.529259e+00       6.057931e+00       2.746275e-01       1.713638e+00       6.897112e-01       1.327977e+00
         417       3.147259e+00       8.055854e-02       1.703158e+00       7.248269e+00       3.301147e-01       1.896118e+00       1.076903e+00       1.327475e+00
         418       7.016507e+00       2.167435e-01       3.750403e+00       8.044295e+00       1.974329e+00       4.100610e+00       1.613244e+00       9.300328e-01
         419       7.020095e+00       2.132513e-01       3.751373e+00       8.039844e+00       1.973184e+00       4.100273e+00       1.612965e+00       9.293741e-01
         420       4.456324e+00       1.073395e-02       2.570114e+00       1.564535e+00       1.554739e-01       6.460761e-01       4.485918e-01       8.025883e-01
         421       4.530613e+00       1.423221e-02       2.599855e+00       1.720605e+00       1.674113e-01       6.518116e-01       4.477625e-01       7.849564e-01
         422       4.479218e+00       1.778303e-02       2.574109e+00       1.656659e+00       2.223306e-01       7.211695e-01       4.526284e-01       7.641775e-01
         423       1.214742e+00       3.670530e-07       6.303617e-01       2.750359e+00       1.519909e-04       7.256702e-01       6.651685e-01       5.970178e-01
         424       8.910136e-01       2.649434e-07       4.470731e-01       2.810387e+00       1.262331e-04       7.961249e-01       6.410319e-01       6.019829e-01
         425       9.460010e+00       2.483223e-01       5.012345e+00       7.164092e+00       1.436095e+00       4.461272e+00       2.793709e+00       2.053573e+00
         426       1.304525e+01       5.655595e-01       7.276387e+00       7.146597e+00       1.362860e-03       3.640078e+00       3.005396e+00       2.153986e+00
         427       1.308280e+01       6.775666e-01       7.309523e+00       6.893432e+00       8.524538e-04       3.505785e+00       2.986840e+00       2.150579e+00
         428       9.443570e+00       2.431474e-01       5.003358e+00       7.127557e+00       1.373852e+00       4.434715e+00       2.792471e+00       2.055061e+00
         429       2.652129e+00       2.974770e-01       1.362217e+00       6.218923e+00       2.937412e-14       3.362678e+00       4.991378e+00       1.771042e+00
         430       9.462545e+00       2.600417e-01       5.009203e+00       7.161522e+00       1.426365e+00       4.449885e+00       2.795144e+00       2.054325e+00
         431       1.304513e+01       5.650601e-01       7.276384e+00       7.147801e+00       1.351244e-03       3.640652e+00       3.005454e+00       2.153918e+00
         432       4.062441e+00       4.477596e-02       1.913158e+00       5.472538e+00       7.896746e-01       3.035136e+00       3.916383e+00       1.839423e+00
         433       3.808179e+00       7.559220e-03       1.816167e+00       4.392814e+00       5.005906e-01       2.314821e+00       3.738383e+00       1.850752e+00
         434       3.920437e+00       3.012274e-01       1.942646e+00       5.001359e+00       6.357548e-15       3.272467e+00       4.587831e+00       1.841462e+00
         435       1.545938e+00       7.695815e-02       6.566146e-01       1.142989e+01       1.110815e+00       2.717744e+00       4.209655e-01       7.276178e-01
         436       1.409595e+00       1.018500e-01       6.085789e-01       1.197123e+01       1.524751e+00       3.015543e+00       4.478790e-01       7.218724e-01
         437       4.141795e-01       1.079569e-08       2.391267e-01       6.101808e-01       1.754335e-15       2.116198e-01       1.153205e+00       1.623104e+00
         438       3.978766e-01       7.750564e-09       2.297142e-01       6.620748e-01       1.221674e-14       2.526276e-01       1.137742e+00       1.492103e+00
         439       1.715753e+00       1.224366e-01       6.704832e-01       1.189503e+01       1.495454e+00       3.075749e+00       4.540124e-01       7.081360e-01
         440       3.652760e+00       3.930926e-02       2.049714e+00       1.348051e+00       2.018463e-01       5.599712e-01       7.477842e-01       1.099683e+00
         441       3.656221e+00       3.943621e-02       2.052110e+00       1.349384e+00       2.012946e-01       5.590965e-01       7.477912e-01       1.101843e+00
         442       1.444852e+00       4.532300e-08       8.341859e-01       2.998903e+00       1.281054e-07       1.107105e+00       1.888135e-01       6.857265e-01
         443       3.658568e+00       3.927723e-02       2.052865e+00       1.346575e+00       2.040181e-01       5.594998e-01       7.476701e-01       1.099052e+00
         444       1.048372e+00       4.673276e-08       6.052780e-01       2.264147e+00       1.291081e-07       9.682186e-01       2.171137e-01       7.540227e-01
         445       3.867718e+00       1.030049e-01       2.144904e+00       1.342380e+00       4.569819e-01       1.123357e+00       6.200015e-01       1.089214e+00
         446       3.858390e+00       1.057502e-01       2.140668e+00       1.350445e+00       4.575858e-01       1.119979e+00       6.200582e-01       1.086853e+00
         447       1.136659e+00       6.223118e-08       6.562503e-01       2.171562e+00       3.090308e-16       1.197577e+00       7.536126e-01       1.082279e+00
         448       3.866754e+00       1.082526e-01       2.144812e+00       1.348923e+00       4.401701e-01       1.125071e+00       6.202125e-01       1.086232e+00
         449       1.702243e+00       9.219148e-08       9.827906e-01       1.591454e+00       6.820397e-15       9.779045e-01       6.950003e-01       1.128456e+00
         450       1.999794e-01       3.300822e-02       1.007256e-01       1.476595e+01       5.660884e-02       1.088152e+00       7.862082e-01       2.706078e-01
         451       1.984056e-01       3.374619e-02       1.002805e-01       1.465748e+01       5.627832e-02       1.081693e+00       7.864962e-01       2.707939e-01
         452       2.042986e-01       6.434206e-09       1.179518e-01       1.076481e+00       2.745486e-08       3.350872e-01       8.122187e-01       1.074263e+00
         453       2.068286e-01       8.018164e-09       1.194125e-01       7.580433e-01       1.034456e-08       2.549310e-01       8.250523e-01       1.234549e+00
         454       1.921597e-01       2.714480e-02       9.654117e-02       1.266949e+01       8.666869e-02       9.797427e-01       7.914357e-01       2.783746e-01
         455       4.777759e+00       2.024986e-02       2.653713e+00       6.744278e+00       2.438900e-01       1.308826e+00       3.218021e-01       8.953375e-01
         456       4.809663e+00       1.726922e-02       2.670401e+00       6.809237e+00       1.779570e-01       1.318409e+00       3.226949e-01       8.952520e-01
         457       4.678129e+00       3.021126e-02       2.598168e+00       6.888795e+00       2.353574e-01       1.287724e+00       3.226583e-01       8.959760e-01
         458       7.823173e-01       5.213082e-08       2.747373e-01       4.154430e+00       2.719312e-15       6.739027e-01       7.411523e-01       7.106045e-01
         459       6.304142e-01       4.523181e-08       2.218903e-01       3.863076e+00       5.644032e-16       6.287180e-01       7.474664e-01       7.103853e-01
         460       6.204879e-01       3.897726e-08       2.161281e-01       2.566880e+00       1.798642e-15       9.197062e-01       1.020168e+00       1.310858e+00
         461       1.955103e+00       2.815204e-01       1.134175e+00       4.858440e+00       1.957030e-01       2.158008e+00       2.157904e-01       8.734445e-01
         462       6.565147e-01       3.176576e-08       2.370809e-01       2.513050e+00       6.581379e-15       8.799433e-01       1.027399e+00       1.318151e+00
         463       1.981580e+00       2.833931e-01       1.144194e+00       4.844509e+00       1.987860e-01       2.163432e+00       2.161780e-01       8.706617e-01
         464       1.959365e+00       2.810146e-01       1.134453e+00       4.851508e+00       1.955134e-01       2.166425e+00       2.155365e-01       8.685288e-01
         465       2.013068e+01       1.821449e-01       1.115529e+01       1.186367e+00       1.096601e-02       7.910152e-01       1.428906e+01       2.252286e+00
         466       4.344719e+00       3.972959e-08       2.484371e+00       3.822876e+00       8.687055e-01       2.396166e+00       9.584966e+00       1.954605e+00
         467       3.166116e+00       2.266872e-03       1.827439e+00       1.294484e+00       1.303959e-03       1.146223e+00       1.032512e+01       2.123585e+00
         468       2.001683e+01       1.226213e-03       1.102302e+01       1.198568e+00       5.289594e-03       7.560460e-01       1.414655e+01       2.248547e+00
         469       2.126570e+01       2.695956e-01       1.108883e+01       4.903759e-01       3.292342e-03       3.251312e-01       1.416809e+01       2.251000e+00
         470       2.000072e+01       1.503096e-02       1.103443e+01       1.195009e+00       8.270280e-02       7.972665e-01       1.415253e+01       2.246093e+00
         471       2.069975e+01       2.738965e-01       1.109684e+01       1.147665e-02       3.450274e-03       8.402169e-03       1.417043e+01       2.248689e+00
         472       2.119434e+01       7.528804e-02       1.109067e+01       4.943106e-01       3.294314e-03       4.332077e-01       1.416960e+01       2.250537e+00
         473       1.232985e+01       1.127372e-01       6.611128e+00       6.575536e+00       2.892451e+00       4.613262e+00       1.173372e+01       1.569323e+00
         474       2.070272e+01       2.735316e-01       1.109374e+01       1.198702e-02       3.133711e-03       5.162716e-03       1.416957e+01       2.250013e+00
         475       2.070404e+01       2.798718e-01       1.109437e+01       7.196569e-03       1.379277e-03       3.072129e-03       1.416995e+01       2.249660e+00
         476       8.021988e+00       1.031897e-01       3.808287e+00       3.059362e+00       1.229016e+00       1.856073e+00       9.706421e+00       1.716257e+00
         477       2.013636e+01       2.722566e-01       1.115457e+01       1.184431e+00       5.249053e-03       7.697456e-01       1.429157e+01       2.254718e+00
         478       3.847101e+00       3.164179e-05       2.191794e+00       2.756495e+00       7.943325e-01       1.672547e+00       9.877478e+00       1.831664e+00
         479       4.104729e+00       1.732057e-05       2.369827e+00       2.901833e+00       2.454658e-07       2.579312e+00       9.983829e+00       2.058673e+00
         480       2.120680e+01       2.944392e-01       1.108146e+01       4.857625e-01       1.517070e-02       3.224631e-01       1.415866e+01       2.246028e+00
         481       1.998736e+01       1.529240e-02       1.104094e+01       1.159891e+00       7.986951e-02       7.975482e-01       1.415611e+01       2.245706e+00
         482       2.140249e+01       2.188760e-01       1.109228e+01       4.812588e-03       1.244137e-03       3.179759e-03       1.416868e+01       2.249706e+00
         483       7.032018e+00       8.266616e-08       3.797156e+00       6.868986e+00       2.618569e-14       4.064758e+00       8.829755e+00       1.601897e+00
         484       2.123805e+01       9.897743e-02       1.110301e+01       4.951583e-01       1.050550e-02       4.312714e-01       1.417490e+01       2.247080e+00
         485       5.542519e+00       7.568090e-02       3.197716e+00       4.843050e+00       1.534099e-03       4.219358e+00       1.020878e+01       1.889059e+00
         486       1.024866e+01       8.971006e-03       5.405170e+00       3.965247e+00       5.245257e-05       2.417433e+00       1.138747e+01       1.476041e+00
         487       2.124793e+01       7.191525e-02       1.112848e+01       5.201842e-01       7.655021e-02       4.047804e-01       1.420315e+01       2.226448e+00
         488       6.128001e+00       1.023927e-03       3.537704e+00       8.401427e+00       2.531761e-04       7.466942e+00       8.856839e+00       1.861586e+00
         489       2.016650e+01       4.002288e-01       1.115116e+01       1.100014e+00       8.367583e-03       7.334492e-01       1.428767e+01       2.256097e+00
         490       8.066988e-01       1.658625e-08       3.979553e-01       1.783088e+00       4.743165e-15       7.202542e-01       3.239247e-01       7.293548e-01
         491       3.969527e+00       4.022362e-03       2.264212e+00       6.405282e-01       4.179922e-02       3.254936e-01       5.256991e-01       1.176529e+00
         492       1.072461e+00       1.498773e-08       5.283468e-01       2.599720e+00       1.578471e-15       8.044565e-01       3.610741e-01       8.120034e-01
         493       3.969935e+00       3.992638e-03       2.264389e+00       6.397394e-01       4.124680e-02       3.250099e-01       5.257762e-01       1.173542e+00
         494       3.968902e+00       4.002700e-03       2.263871e+00       6.409082e-01       4.081584e-02       3.258598e-01       5.256367e-01       1.171372e+00
         495       6.630681e+00       5.680121e-02       3.772204e+00       3.369671e+00       1.160951e-01       2.347780e+00       4.662697e-01       7.105435e-01
         496       6.681805e+00       2.718058e-02       3.825632e+00       3.502819e+00       1.986924e-01       2.722111e+00       4.643429e-01       7.045411e-01
         497       6.630600e+00       5.677481e-02       3.771339e+00       3.388373e+00       1.091474e-01       2.349710e+00       4.662354e-01       7.108320e-01
         498       6.673550e+00       2.160705e-02       3.824082e+00       3.586710e+00       2.050328e-01       2.741645e+00       4.640979e-01       7.077543e-01
         499       6.631574e+00       5.598158e-02       3.772881e+00       3.392439e+00       1.160253e-01       2.356116e+00       4.662504e-01       7.107096e-01
         500       1.851960e+00       7.551753e-09       1.019566e+00       1.131020e+00       8.826536e-15       7.531802e-01       4.604609e-02       8.412247e-01
         501       1.597878e+00       3.506149e-08       8.991834e-01       1.669454e+00       2.943167e-15       1.216583e+00       2.280637e-01       1.046598e+00
         502       1.811373e+00       8.172082e-09       9.568223e-01       2.207833e+00       7.863157e-15       1.022677e+00       7.200538e-02       7.254219e-01
         503       1.673314e+00       4.005598e-08       8.901330e-01       1.513101e+00       2.223286e-15       1.229048e+00       2.271029e-01       9.990100e-01
         504       6.666400e+00       1.530383e-02       3.822367e+00       3.596235e+00       2.128487e-01       2.739642e+00       4.640346e-01       7.033972e-01
         505       1.702895e+01       6.141223e-07       9.580006e+00       1.200485e-01       1.200481e-01       1.200483e-01       6.858299e+00       2.242486e+00
         506       5.713350e+00       3.342014e-07       3.063116e+00       5.136808e-01       5.136803e-01       5.136806e-01       4.716062e+00       2.046952e+00
         507       5.005160e+00       2.043532e-07       2.821314e+00       6.688776e-01       6.688773e-01       6.688774e-01       4.639146e+00       2.285176e+00
         508       1.983152e+01       1.665463e-01       1.131936e+01       1.212880e-01       3.881350e-02       6.146466e-02       7.409377e+00       2.563509e+00
         509       6.935800e+00       2.465451e-07       3.776298e+00       5.039591e+00       5.039588e+00       5.039589e+00       5.352078e+00       1.959507e+00
         510       5.937291e+00       3.610558e-07       3.328839e+00       1.871461e+00       1.871461e+00       1.871461e+00       6.055676e+00       2.202229e+00
         511       1.977002e+01       1.585798e-01       1.129862e+01       2.867763e-02       1.509743e-02       2.057078e-02       7.406286e+00       2.568922e+00
         512       1.054672e+01       4.266617e-07       5.803873e+00       6.448554e+00       6.448552e+00       6.448553e+00       6.200751e+00       2.029691e+00
         513       1.955843e+01       1.341409e-06       1.125524e+01       3.442535e-01       3.439766e-01       3.441133e-01       7.403993e+00       2.581404e+00
         514       1.678627e+01       9.279793e-07       9.242877e+00       2.331529e-01       2.331521e-01       2.331525e-01       6.912634e+00       2.298937e+00
         515       1.658859e+01       7.557844e-07       9.193817e+00       1.359194e-01       1.359187e-01       1.359191e-01       6.917582e+00       2.273756e+00
         516       1.978796e+01       1.574507e-02       1.132665e+01       8.272506e-01       4.942662e-01       6.065495e-01       7.291742e+00       2.388378e+00
         517       1.504013e+01       1.695221e-07       6.220126e+00       4.238943e+00       4.238941e+00       4.238942e+00       5.852042e+00       1.912323e+00
         518       5.047895e+00       2.317742e-07       2.884420e+00       1.589669e+00       1.267948e-14       7.948347e-01       4.673767e+00       2.116914e+00
         519       1.979006e+01       1.511285e-02       1.133089e+01       8.189229e-01       4.806900e-01       6.072900e-01       7.292547e+00       2.386857e+00
         520       1.953401e+01       4.804120e-06       1.122167e+01       5.059813e-01       5.043135e-01       5.051384e-01       7.372454e+00       2.482711e+00
         521       1.976001e+01       1.583057e-01       1.129639e+01       1.518123e-02       4.082666e-03       9.073166e-03       7.405849e+00       2.568232e+00
         522       1.956399e+01       3.390055e-06       1.124899e+01       3.877835e-01       3.870539e-01       3.873835e-01       7.403324e+00       2.577001e+00
         523       6.988631e+00       1.735050e-07       3.483560e+00       2.841988e+00       6.212385e-14       1.420994e+00       5.977007e+00       2.094503e+00
         524       1.978512e+01       1.448184e-02       1.132746e+01       8.256968e-01       4.779236e-01       6.058597e-01       7.291988e+00       2.389115e+00
         525       8.031866e+00       6.233621e-02       3.952675e+00       2.202816e+01       6.995411e-01       6.172195e+00       6.341620e-01       1.301195e+00
         526       8.035778e+00       6.149012e-02       3.954781e+00       2.203477e+01       7.004153e-01       6.171315e+00       6.342589e-01       1.300899e+00
         527       3.788358e-01       7.716537e-02       2.054532e-01       1.765266e+00       1.297574e-01       7.526678e-01       7.839831e-01       1.396416e+00
         528       6.310872e-01       7.192033e-02       2.751639e-01       1.630723e+00       1.571426e-01       7.584826e-01       8.042741e-01       1.389000e+00
         529       8.028970e+00       6.052686e-02       3.950763e+00       2.200425e+01       7.025865e-01       6.175522e+00       6.320615e-01       1.299048e+00
         530       3.789619e+01       9.942241e-01       1.795240e+01       3.500680e+01       2.362256e+00       1.159797e+01       7.278935e+00       7.751360e-01
         531       3.802026e+01       9.785551e-01       1.802805e+01       3.491598e+01       2.400832e+00       1.156511e+01       7.299409e+00       7.742692e-01
         532       3.206068e+00       2.967221e-08       1.371329e+00       4.795075e+00       9.643892e-01       2.046555e+00       2.082102e+00       1.404208e+00
         533       3.802441e+01       9.701222e-01       1.802570e+01       3.488960e+01       2.395631e+00       1.157105e+01       7.299329e+00       7.736446e-01
         534       3.317142e+00       2.406235e-08       1.457723e+00       4.245296e+00       5.340739e-01       2.100334e+00       2.341568e+00       1.306358e+00
         535       6.477802e+00       1.610060e-02       3.678950e+00       3.166737e+00       5.794809e-02       1.736995e+00       4.718125e-01       7.153292e-01
         536       6.476492e+00       1.651712e-02       3.678313e+00       3.169308e+00       6.200662e-02       1.738248e+00       4.718604e-01       7.152570e-01
         537       6.579184e-01       2.121611e-03       3.766032e-01       2.249554e+00       2.798844e-01       1.017416e+00       2.911284e-02       6.929337e-01
         538       6.477199e+00       1.662548e-02       3.678969e+00       3.164940e+00       5.868208e-02       1.735238e+00       4.719412e-01       7.153665e-01
         539       4.708516e-01       3.829361e-03       2.626214e-01       1.654310e+00       1.474142e-01       4.259825e-01       1.580554e-02       7.232294e-01
         540       2.693115e+00       5.835372e-03       1.443106e+00       4.264283e+00       3.732937e-01       1.892687e+00       2.582736e-01       6.623853e-01
         541       2.627889e+00       2.138314e-02       1.407113e+00       3.329450e+00       3.011267e-01       1.824588e+00       2.546734e-01       6.853884e-01
         542       3.034825e-01       5.199740e-09       1.480486e-01       2.216122e+00       6.084527e-02       7.034696e-01       1.109694e+00       8.083559e-01
         543       2.887535e-01       3.801321e-09       1.400285e-01       2.138032e+00       5.530116e-02       6.416121e-01       1.114384e+00       8.288834e-01
         544       2.509513e+00       6.877073e-03       1.342636e+00       4.642850e+00       4.632387e-01       2.203282e+00       2.512352e-01       5.989122e-01
         545       2.666573e-01       8.496745e-09       1.539547e-01       9.881029e-01       9.401394e-09       4.449286e-01       6.739777e-01       1.003454e+00
         546       2.921239e+00       4.632222e-02       1.424832e+00       1.484074e+01       5.566806e-01       2.531440e+00       2.119097e-01       7.885864e-01
         547       2.912035e+00       4.546266e-02       1.420879e+00       1.482028e+01       5.484084e-01       2.530961e+00       2.119417e-01       7.890127e-01
