# 
#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f             devi_e            min_dis
         865       2.538956e-01       8.178573e-09       1.363360e-01       2.634993e+00       1.673314e-01       6.929008e-01       8.063891e-01       7.068917e-01
         866       4.755526e+00       1.162112e-02       2.468349e+00       1.445195e+01       6.683236e-01       2.621294e+00       1.769018e-01       8.028925e-01
         867       4.754415e+00       1.107395e-02       2.467874e+00       1.443735e+01       6.652060e-01       2.620738e+00       1.769516e-01       8.026319e-01
         868       4.754194e+00       1.116206e-02       2.467739e+00       1.444156e+01       6.674901e-01       2.620595e+00       1.768424e-01       8.030214e-01
         869       2.688708e-01       1.326620e-08       1.474848e-01       3.026428e+00       1.769776e-01       8.992172e-01       7.751633e-01       7.115673e-01
         870       4.423764e+00       1.804718e-02       2.512160e+00       8.931571e+00       3.336795e-01       1.611532e+00       3.970287e-01       7.253901e-01
         871       4.172294e+00       1.986661e-02       2.376235e+00       7.987386e+00       3.601877e-01       1.586552e+00       3.971036e-01       7.144320e-01
         872       4.391209e+00       2.467475e-02       2.487797e+00       7.427994e+00       4.206420e-01       1.675356e+00       4.042747e-01       6.956984e-01
         873       3.007484e-01       6.822416e-07       1.517499e-01       3.015805e+00       2.537673e-02       7.157280e-01       5.865051e-01       6.231356e-01
         874       2.913245e-01       8.116388e-07       1.477007e-01       3.233632e+00       2.404759e-02       7.442859e-01       6.115364e-01       6.961943e-01
         875       1.906612e+01       7.983251e-02       1.093355e+01       1.022304e+00       5.830966e-01       8.030567e-01       7.204423e+00       2.354498e+00
         876       1.927992e+01       1.317091e-01       1.108557e+01       9.473410e-01       2.577899e-02       5.573145e-01       7.216942e+00       2.390481e+00
         877       7.957634e+00       2.932636e-07       3.470389e+00       6.891012e-01       2.328325e-03       4.143191e-01       6.212851e+00       2.300165e+00
         878       1.949260e+01       9.938133e-02       1.107784e+01       1.276315e+00       1.296472e-02       9.952814e-01       7.243630e+00       2.330072e+00
         879       1.982700e+01       2.203454e-03       1.129917e+01       1.718351e-02       4.988842e-03       9.259602e-03       7.406254e+00       2.593003e+00
         880       1.138830e+01       8.395234e-04       6.186829e+00       1.539904e+00       3.276794e-02       9.357020e-01       6.973210e+00       2.024267e+00
         881       1.944469e+01       1.045846e-01       1.105319e+01       1.283192e+00       2.106184e-02       1.001192e+00       7.238796e+00       2.335799e+00
         882       1.871612e+01       1.885949e-02       1.071929e+01       1.665336e+00       5.158004e-03       9.525803e-01       7.142503e+00       2.312622e+00
         883       1.904765e+01       8.861792e-02       1.093028e+01       1.027293e+00       5.516436e-01       8.174398e-01       7.203189e+00       2.349787e+00
         884       6.801688e+00       1.319196e-07       3.273510e+00       2.518656e+00       9.126134e-15       2.014924e+00       6.044343e+00       2.301300e+00
         885       1.927145e+01       1.451123e-01       1.107335e+01       9.684747e-01       3.667795e-02       5.564381e-01       7.212489e+00       2.386126e+00
         886       1.870529e+01       3.339023e-02       1.071635e+01       1.656071e+00       1.828790e-02       9.518762e-01       7.141275e+00       2.308989e+00
         887       1.909224e+01       5.222676e-02       1.094408e+01       9.528044e-01       5.669835e-01       7.553279e-01       7.207805e+00       2.358845e+00
         888       1.655221e+01       1.757041e-02       9.185794e+00       1.535678e-01       1.337136e-14       6.309883e-02       6.880066e+00       2.267729e+00
         889       2.698865e+01       2.374915e-02       1.413003e+01       9.250605e+00       4.963996e-14       7.375689e+00       7.310072e+00       2.061956e+00
         890       1.927977e+01       1.360365e-01       1.108487e+01       9.436109e-01       1.516916e-02       5.502092e-01       7.216698e+00       2.390552e+00
         891       1.865910e+01       6.589472e-07       9.829720e+00       3.123631e+00       8.694220e-01       2.235742e+00       6.386804e+00       1.775281e+00
         892       1.650836e+01       1.084565e-02       6.520757e+00       8.573280e+00       8.723874e-01       7.011178e+00       6.629758e+00       1.828290e+00
         893       1.948756e+01       7.213771e-02       1.107716e+01       1.286718e+00       1.318289e-02       9.904335e-01       7.246167e+00       2.332087e+00
         894       1.996035e+01       3.245132e-02       1.129160e+01       1.138395e-01       2.028225e-02       6.991288e-02       7.406366e+00       2.575209e+00
         895       4.364315e+00       1.800675e-07       2.264219e+00       1.347529e+00       1.647867e-01       7.965093e-01       5.595495e+00       2.000099e+00
         896       1.945854e+01       4.504492e-02       1.118526e+01       5.306260e-01       4.309938e-02       4.159231e-01       7.371427e+00       2.470722e+00
         897       6.518615e+00       7.253983e-07       3.375909e+00       5.125366e+00       1.331338e+00       4.366560e+00       5.270340e+00       1.978752e+00
         898       1.871803e+01       1.655022e-02       1.072005e+01       1.670719e+00       2.730680e-02       9.584440e-01       7.142637e+00       2.311248e+00
         899       4.409481e+00       5.397121e-07       2.453540e+00       8.672526e-04       7.506507e-15       5.942526e-04       5.513756e+00       2.583492e+00
         900       7.427125e+00       7.068014e-04       4.244633e+00       3.044641e+00       1.439585e-01       1.630078e+00       7.755512e-01       1.745218e+00
         901       3.517924e+00       3.265377e-08       1.721310e+00       4.729281e+00       1.408710e-15       2.928241e+00       2.107947e+00       1.376899e+00
         902       7.427017e+00       2.151533e-03       4.245002e+00       3.044264e+00       1.423893e-01       1.631406e+00       7.757467e-01       1.743744e+00
         903       7.426061e+00       1.414513e-04       4.244377e+00       3.039344e+00       1.341770e-01       1.630781e+00       7.758975e-01       1.746882e+00
         904       2.579594e+00       2.520242e-08       1.337246e+00       5.609770e+00       9.345164e-15       3.388822e+00       2.478751e+00       1.254962e+00
         905       5.974763e+00       3.008433e-02       3.255459e+00       3.030455e+01       3.372912e-01       4.409044e+00       6.078731e-01       8.915162e-01
         906       6.008471e+00       3.361501e-02       3.273682e+00       3.040161e+01       4.340447e-01       4.454764e+00       6.170409e-01       8.475961e-01
         907       3.251154e-01       1.840162e-08       1.847636e-01       8.502322e+00       2.356206e-07       1.528797e+00       3.439863e-01       3.942313e-01
         908       2.965909e-01       1.715832e-08       1.647422e-01       2.660230e+00       1.801350e-07       7.327114e-01       3.553124e-01       7.928103e-01
         909       5.995985e+00       2.814193e-02       3.268464e+00       3.017980e+01       2.873484e-01       4.395514e+00       6.142845e-01       9.645866e-01
         910       2.416703e-01       1.060374e-08       1.166243e-01       1.395160e+00       7.123483e-02       4.824783e-01       4.446308e-01       9.643425e-01
         911       3.479475e+00       1.446289e-01       1.770969e+00       5.156510e+00       7.236460e-01       1.842306e+00       2.928526e-01       1.025759e+00
         912       1.803236e-01       3.608147e-09       8.382865e-02       6.445103e-01       7.478500e-02       3.124735e-01       4.685676e-01       1.244825e+00
         913       3.559586e+00       1.515338e-01       1.800052e+00       5.244180e+00       7.965392e-01       1.852557e+00       2.941483e-01       9.987833e-01
         914       3.547349e+00       1.431950e-01       1.795314e+00       5.434812e+00       8.345942e-01       1.872535e+00       2.920987e-01       1.010551e+00
         915       2.028081e+00       7.715624e-02       8.969399e-01       3.130229e+00       4.386259e-01       1.366305e+00       9.255911e-01       8.815315e-01
         916       1.918461e+00       6.692382e-02       8.022386e-01       2.598489e+00       6.512012e-01       1.374842e+00       9.895865e-01       8.341510e-01
         917       7.352839e-01       3.328347e-02       4.069448e-01       3.516794e-01       1.432489e-15       1.485414e-01       1.219305e+00       1.601188e+00
         918       1.235333e+00       4.894289e-02       6.840857e-01       3.508993e-01       7.652725e-15       1.835564e-01       1.229571e+00       1.448208e+00
         919       2.052622e+00       9.058837e-02       8.683614e-01       3.155310e+00       4.269516e-01       1.416419e+00       9.295931e-01       9.318331e-01
         920       5.298946e+00       2.815020e-02       3.019743e+00       3.293821e+00       2.151694e-01       1.918839e+00       4.109457e-01       7.165434e-01
         921       5.292518e+00       2.822602e-02       3.015761e+00       3.261616e+00       2.224620e-01       1.921958e+00       4.106901e-01       7.177093e-01
         922       1.283604e+00       5.618576e-09       6.164764e-01       7.777012e-01       8.384815e-16       4.612871e-01       1.023738e+00       1.131512e+00
         923       1.121595e+00       6.491632e-09       5.366063e-01       1.787072e+00       3.469818e-15       9.100491e-01       1.013219e+00       9.204621e-01
         924       5.296252e+00       2.833164e-02       3.017826e+00       3.265547e+00       2.185803e-01       1.917781e+00       4.107062e-01       7.176179e-01
         925       1.514932e+01       8.250696e-04       7.640625e+00       9.744405e+00       2.256810e-02       4.272413e+00       1.048905e+01       2.193400e+00
         926       1.514888e+01       1.332467e-03       7.640979e+00       9.744419e+00       2.594642e-02       4.272977e+00       1.048947e+01       2.193130e+00
         927       2.285446e+00       0.000000e+00       1.077369e+00       8.086608e-01       3.797880e-15       4.620919e-01       3.965350e+00       1.530651e+00
         928       8.327862e+00       0.000000e+00       3.925792e+00       8.327232e-01       9.921371e-15       4.758418e-01       3.496389e+00       1.470838e+00
         929       1.514857e+01       1.313033e-03       7.640804e+00       9.750018e+00       3.108786e-02       4.273762e+00       1.048936e+01       2.193135e+00
         930       2.146692e+01       1.140718e-06       1.176666e+01       8.732505e-17       8.732505e-17       8.732505e-17       6.647387e+00       1.000000e+04
         931       1.980144e+01       2.889269e-02       1.129593e+01       6.991119e-17       6.991119e-17       6.991119e-17       7.405748e+00       1.000000e+04
         932       1.868431e+01       2.381961e-01       1.029063e+01       1.619506e-16       1.619506e-16       1.619506e-16       6.946809e+00       1.000000e+04
         933       1.991679e+01       1.039371e-01       1.135841e+01       1.076252e-16       1.076252e-16       1.076252e-16       7.413847e+00       1.000000e+04
         934       1.974928e+01       3.452666e-02       1.128058e+01       6.396824e-17       6.396824e-17       6.396824e-17       7.402826e+00       1.000000e+04
         935       6.692919e+00       3.516754e-02       3.821694e+00       3.332666e+00       1.830693e-01       2.648205e+00       4.670324e-01       7.092455e-01
         936       6.782614e+00       1.011134e-01       3.787419e+00       3.327532e+00       1.684458e-01       2.233988e+00       4.716849e-01       7.104327e-01
         937       6.703258e+00       1.174762e-01       3.788872e+00       3.367647e+00       5.247315e-02       2.342115e+00       4.679934e-01       7.106173e-01
         938       6.697499e+00       1.113547e-01       3.784062e+00       3.344816e+00       2.738093e-01       2.352796e+00       4.672083e-01       7.118491e-01
         939       6.782794e+00       1.015231e-01       3.787381e+00       3.330861e+00       1.757745e-01       2.238901e+00       4.717392e-01       7.099311e-01
         940       6.694276e+00       3.515859e-02       3.822178e+00       3.336005e+00       1.777789e-01       2.650922e+00       4.670832e-01       7.092029e-01
         941       4.043712e-01       5.278351e-09       2.022085e-01       5.841112e-01       7.042800e-14       3.183441e-01       3.380576e-02       8.487766e-01
         942       7.122493e-01       1.978318e-08       4.112173e-01       1.536496e+00       1.382373e-01       3.440103e-01       5.204222e-02       8.830173e-01
         943       6.782916e+00       1.012800e-01       3.787601e+00       3.327946e+00       1.695907e-01       2.238084e+00       4.717105e-01       7.101346e-01
         944       6.708011e+00       1.214576e-01       3.789049e+00       3.310388e+00       4.708204e-02       2.347654e+00       4.685044e-01       7.129239e-01
         945       3.196230e+00       9.485881e-03       1.649799e+00       2.476844e+00       2.739049e-01       1.403807e+00       3.259440e-01       7.265446e-01
         946       3.147910e+00       1.212531e-02       1.630487e+00       3.513161e+00       3.468979e-01       1.723532e+00       3.532618e-01       6.435150e-01
         947       2.651403e+00       1.747601e-08       1.530788e+00       1.937291e+00       2.024615e-01       4.803468e-01       8.090849e-02       8.503149e-01
         948       1.788550e+00       9.117261e-09       1.022592e+00       1.527654e+00       2.649934e-14       7.570927e-01       7.079462e-02       7.668964e-01
         949       6.695500e+00       3.530901e-02       3.822678e+00       3.336060e+00       1.803840e-01       2.647913e+00       4.670732e-01       7.092419e-01
         950       4.945778e+00       7.772669e-03       2.716228e+00       7.113791e+00       8.044559e-01       2.519135e+00       7.548040e-01       8.446766e-01
         951       5.223592e+00       2.387263e-02       2.847449e+00       6.179799e+00       5.170485e-01       2.526732e+00       7.601336e-01       7.671843e-01
         952       2.141365e+00       9.103513e-05       1.180140e+00       3.793491e+00       8.050254e-16       1.039898e+00       2.727164e-01       9.771705e-01
         953       5.378858e+00       2.434406e-02       2.929210e+00       5.701264e+00       3.552860e-01       2.548772e+00       7.705973e-01       7.893344e-01
         954       9.970898e-01       6.070560e-05       5.620957e-01       3.515069e+00       3.121067e-15       6.995977e-01       2.686329e-01       7.646535e-01
         955       1.490120e+00       2.541506e-08       8.265144e-01       3.916225e+00       1.679958e+00       2.492831e+00       4.750041e+00       1.947467e+00
         956       3.527373e+00       1.652607e-04       1.907078e+00       7.147084e-01       6.191966e-01       6.669557e-01       4.261208e+00       2.091867e+00
         957       1.863374e+01       3.244267e-05       1.007133e+01       1.489675e-02       9.933674e-03       1.335290e-02       2.571544e+00       1.876995e+00
         958       1.166853e+01       2.251975e-08       6.723393e+00       1.907982e+01       1.028559e+00       7.798630e+00       4.609675e+00       1.825827e+00
         959       3.022758e+00       1.155832e-07       1.604743e+00       1.111073e+01       1.704035e+00       6.921462e+00       3.253414e+00       1.797321e+00
         960       4.187792e+00       3.383291e-05       2.197317e+00       2.531385e-01       2.422456e-01       2.477036e-01       4.541963e+00       2.577269e+00
         961       1.018670e+01       7.758542e-06       5.825654e+00       5.649448e-02       2.968891e-02       3.651124e-02       1.149900e+00       2.483425e+00
         962       5.737265e+00       5.226713e-08       2.383985e+00       4.164482e-01       3.409699e-01       3.787637e-01       4.225583e+00       2.943529e+00
         963       1.348785e+01       1.709031e-08       7.290044e+00       2.021525e+01       2.198549e+00       8.473510e+00       4.030607e+00       1.885548e+00
         964       1.855341e+01       5.989188e-05       1.001183e+01       8.421037e-01       7.639460e-01       8.040831e-01       2.583012e+00       1.897344e+00
         965       1.160356e+01       3.361973e-08       6.673657e+00       1.884701e+01       1.270731e+00       7.677874e+00       4.626638e+00       1.837023e+00
         966       4.626396e+00       4.967447e-08       2.242161e+00       6.474181e-01       4.768511e-01       5.615824e-01       4.259534e+00       2.454589e+00
         967       1.774369e+01       4.885227e-04       9.612995e+00       2.030787e+00       1.124269e+00       1.577460e+00       2.386011e+00       1.881687e+00
         968       1.022372e+01       2.772812e-07       5.844934e+00       4.131824e-02       7.739714e-03       2.850340e-02       1.148100e+00       2.489380e+00
         969       1.020488e+01       8.542273e-07       5.837522e+00       3.556056e-03       2.817601e-03       3.183937e-03       1.148077e+00       2.522590e+00
         970       4.932533e+00       2.229850e-02       2.834709e+00       2.112485e+00       1.879146e-01       1.259615e+00       1.121707e+00       1.241101e+00
         971       4.930255e+00       2.392926e-02       2.833502e+00       2.103728e+00       1.875299e-01       1.257876e+00       1.122134e+00       1.240937e+00
         972       4.928654e+00       2.269704e-02       2.832922e+00       2.113345e+00       1.874229e-01       1.256995e+00       1.122207e+00       1.237019e+00
         973       7.987954e-01       5.254942e-08       4.611848e-01       9.767228e-01       1.450627e-14       4.491452e-01       9.102573e-01       1.009360e+00
         974       7.988594e-01       4.972685e-08       4.612217e-01       1.157374e+00       1.654479e-15       4.946060e-01       9.892292e-01       1.281900e+00
         975       1.906504e+01       1.961989e-01       1.051247e+01       7.579008e+00       6.521833e-01       2.642690e+00       2.783707e+00       1.295050e+00
         976       2.491413e+00       2.028138e-08       1.245533e+00       7.398521e+00       6.715423e-15       2.989324e+00       1.584129e+00       1.408742e+00
         977       2.614229e+00       1.800310e-08       1.320163e+00       7.164440e+00       6.022639e-15       2.903108e+00       1.497811e+00       1.430811e+00
         978       1.906372e+01       1.963235e-01       1.051199e+01       7.580020e+00       6.511016e-01       2.642602e+00       2.783614e+00       1.294582e+00
         979       1.906550e+01       1.975593e-01       1.051177e+01       7.586046e+00       6.505813e-01       2.642313e+00       2.783331e+00       1.295548e+00
         980       5.537564e+00       2.072445e-01       3.163238e+00       7.451607e+00       7.848159e-02       1.624528e+00       1.250294e+00       5.604182e-01
         981       5.549237e+00       2.106724e-01       3.169374e+00       7.451846e+00       8.356949e-02       1.623906e+00       1.250059e+00       5.608195e-01
         982       1.469672e+00       2.130551e-08       7.652951e-01       3.973699e+00       2.100071e-05       1.309119e+00       9.270833e-01       1.277712e+00
         983       5.515999e+00       2.041211e-01       3.152466e+00       7.379171e+00       7.278316e-02       1.614701e+00       1.249351e+00       5.599346e-01
         984       1.615545e+00       1.221678e-08       8.081992e-01       5.910598e+00       9.473934e-06       1.662073e+00       5.638899e-01       1.441258e+00
         985       3.086211e+00       2.426268e-07       1.031724e+00       3.536616e+00       2.083694e-16       1.371761e+00       1.756572e+00       1.514739e+00
         986       5.524923e+00       1.872140e-01       2.968885e+00       1.219216e+01       1.352231e+00       4.388027e+00       1.701286e+00       8.612407e-01
         987       3.728694e+00       3.156999e-07       1.245019e+00       3.050572e+00       6.157781e-15       1.162374e+00       1.910104e+00       1.463462e+00
         988       5.934111e+00       2.516941e-01       3.208809e+00       1.207790e+01       1.592794e+00       4.358049e+00       1.704184e+00       8.831157e-01
         989       5.507201e+00       1.894301e-01       3.001347e+00       1.127303e+01       1.506228e+00       4.243793e+00       1.687697e+00       8.380361e-01
         990       2.302686e+00       6.375296e-08       1.091852e+00       3.545608e+00       1.224789e-13       1.849358e+00       4.718925e-01       6.492150e-01
         991       1.783387e+00       4.216334e-02       1.015945e+00       3.382877e+00       2.401590e-01       1.436134e+00       1.587986e-01       5.195302e-01
         992       1.639691e+00       3.304973e-02       8.943587e-01       2.793730e+00       3.127839e-01       1.325574e+00       1.543874e-01       5.265845e-01
         993       1.695159e+00       3.139959e-08       9.007042e-01       7.516392e-01       5.832372e-15       4.760397e-01       3.014594e-01       1.064863e+00
         994       1.775507e+00       3.113504e-02       9.917108e-01       3.230069e+00       1.867833e-01       1.352179e+00       1.559994e-01       5.152450e-01
         995       5.320544e+00       8.655479e-03       2.710325e+00       9.935383e+00       4.603693e-01       3.138079e+00       1.004640e+00       1.092109e+00
         996       5.318696e+00       7.342371e-03       2.708658e+00       9.933666e+00       4.749425e-01       3.140187e+00       1.004317e+00       1.102271e+00
         997       5.732772e-01       1.713884e-08       2.527490e-01       3.165850e+00       4.304640e-14       1.152635e+00       4.153178e-01       6.353319e-01
         998       6.112870e-01       1.414642e-08       2.857586e-01       2.828204e+00       5.985360e-15       8.770470e-01       3.757582e-01       6.806923e-01
         999       5.320646e+00       1.169260e-02       2.709485e+00       9.931924e+00       4.850902e-01       3.138681e+00       1.004679e+00       1.095921e+00
        1000       6.808323e-01       9.411121e-09       3.846828e-01       3.708866e+00       2.772837e-15       1.191106e+00       9.587750e-01       7.862809e-01
        1001       6.902053e+00       2.521704e-02       3.784465e+00       1.507318e+01       8.965135e-01       3.174009e+00       6.742823e-01       8.175008e-01
        1002       6.362629e-01       1.185378e-08       3.572925e-01       3.576039e+00       4.240523e-15       1.063968e+00       9.743203e-01       8.059759e-01
        1003       6.529216e+00       2.795491e-02       3.589258e+00       1.487326e+01       9.191491e-01       3.130990e+00       6.846444e-01       7.903514e-01
        1004       6.826770e+00       1.945181e-02       3.758572e+00       1.541834e+01       9.189553e-01       3.245779e+00       6.902915e-01       8.096427e-01
        1005       1.261774e+01       3.146950e-02       6.462411e+00       9.189264e+00       1.073287e+00       4.623198e+00       7.185312e+00       2.125127e+00
        1006       7.580458e+00       3.577430e-07       3.857734e+00       4.819748e+00       5.359286e-01       2.453203e+00       4.217945e+00       1.525332e+00
        1007       3.551807e+00       5.991694e-07       1.324250e+00       1.048437e+00       8.809856e-02       7.123106e-01       4.954227e+00       1.680480e+00
        1008       1.267543e+01       1.441619e-01       6.466416e+00       9.667620e+00       1.028523e+00       4.725773e+00       7.177779e+00       2.119547e+00
        1009       1.270753e+01       1.494403e-01       6.465802e+00       9.872207e+00       1.043632e+00       4.746416e+00       7.170342e+00       2.110270e+00
        1010       6.748936e+00       3.982395e-02       3.818393e+00       3.331096e+00       1.789764e-01       2.646966e+00       4.653254e-01       7.122167e-01
        1011       6.749116e+00       3.978155e-02       3.818929e+00       3.341934e+00       1.947506e-01       2.643547e+00       4.653890e-01       7.118607e-01
        1012       5.789641e-01       5.233104e-09       3.157789e-01       4.131385e-01       7.664310e-02       2.197051e-01       2.258130e-02       9.150098e-01
        1013       6.747902e+00       3.989440e-02       3.818373e+00       3.345441e+00       1.850545e-01       2.644056e+00       4.653496e-01       7.117363e-01
        1014       4.683625e-01       6.145242e-09       2.671071e-01       4.046454e-01       7.626346e-02       2.306291e-01       2.202477e-02       9.164016e-01
        1015       2.105115e+00       7.292249e-08       1.109310e+00       2.808050e+00       1.055344e-14       9.360167e-01       4.519518e+00       3.184232e+00
        1016       1.484225e+01       1.934102e-02       7.852035e+00       8.118246e+00       2.514882e-01       4.225355e+00       9.862591e+00       2.157824e+00
        1017       9.333450e+00       4.481372e-04       5.038974e+00       9.860036e+00       1.474456e-03       3.668113e+00       5.574346e+00       1.489054e+00
        1018       1.498238e+01       2.375118e-02       7.767717e+00       1.082509e+01       1.392147e-02       5.148569e+00       9.774949e+00       2.184105e+00
        1019       1.500236e+01       0.000000e+00       5.625951e+00       1.119186e+01       7.788414e-15       5.126971e+00       4.488862e+00       1.500654e+00
        1020       1.004565e+01       1.420700e-07       4.777519e+00       2.718901e+00       3.315348e-07       1.042107e+00       3.928431e+00       1.890896e+00
        1021       8.972829e+00       4.559357e-10       3.395280e+00       3.289932e+00       4.951319e-14       1.171639e+00       4.567000e+00       1.359946e+00
        1022       1.295659e+01       7.548013e-08       6.137246e+00       2.741188e+00       4.128848e-07       1.245661e+00       2.993929e+00       1.851099e+00
        1023       1.062160e+01       1.152030e-07       5.296897e+00       5.138233e+00       4.877461e-15       1.712744e+00       1.901741e+00       2.530097e+00
        1024       1.483775e+01       1.172933e-02       7.839156e+00       8.100803e+00       2.256386e-01       4.217008e+00       9.861599e+00       2.161092e+00
        1025       1.484023e+01       1.151724e-02       7.836787e+00       8.073518e+00       2.156649e-01       4.210227e+00       9.860227e+00       2.160890e+00
        1026       1.205971e+01       7.001769e-04       6.713035e+00       1.715874e+01       5.268867e-03       6.441606e+00       5.288347e+00       1.376860e+00
        1027       2.034981e+00       1.167060e-01       1.172241e+00       2.987489e+00       8.326514e-01       1.704476e+00       5.125159e+00       2.263374e+00
        1028       9.399753e+00       5.223090e-04       5.108294e+00       1.065205e+01       1.130742e-03       4.059490e+00       5.550801e+00       1.478342e+00
        1029       2.202157e+00       1.814649e-01       1.207383e+00       2.538838e+00       1.000517e+00       1.858853e+00       5.107123e+00       2.118128e+00
        1030       1.497779e+01       2.277798e-02       7.765452e+00       1.082218e+01       1.421528e-02       5.148094e+00       9.774232e+00       2.184555e+00
        1031       1.034634e+01       1.234384e-07       5.421127e+00       6.717002e+00       1.787037e+00       4.147943e+00       3.040953e+00       2.542830e+00
        1032       1.498232e+01       4.632750e-02       7.764887e+00       1.082046e+01       7.048376e-03       5.146249e+00       9.776160e+00       2.184324e+00
        1033       2.909281e+00       4.775128e-08       1.385193e+00       1.929753e+00       1.208914e+00       1.600092e+00       4.746896e+00       3.032022e+00
        1034       2.133823e+00       9.894339e-02       1.203453e+00       3.128541e+00       7.060909e-01       1.755301e+00       5.196924e+00       2.305815e+00
        1035       2.337257e+00       3.290916e-08       1.223182e+00       2.590603e+00       2.226272e-02       1.768733e+00       1.633091e-01       6.927642e-01
        1036       6.218235e+00       4.700895e-06       3.498886e+00       3.284162e+00       4.432121e-01       2.226520e+00       4.898343e-01       6.942386e-01
        1037       2.696475e+00       2.251203e-08       1.478499e+00       5.725615e+00       1.914349e-01       3.067502e+00       4.180135e-01       6.337348e-01
        1038       6.218602e+00       4.778203e-06       3.500836e+00       3.171879e+00       4.874029e-01       2.170375e+00       4.888608e-01       6.974806e-01
        1039       6.218369e+00       4.803319e-06       3.499309e+00       3.275684e+00       4.449908e-01       2.215281e+00       4.896594e-01       6.946182e-01
        1040       5.130078e-01       5.155080e-02       2.578922e-01       6.541746e+00       2.828045e-01       1.246901e+00       1.671572e-01       4.649312e-01
        1041       3.523820e-01       1.608893e-08       1.528661e-01       1.980624e+00       5.642256e-02       6.563330e-01       9.326587e-01       5.739013e-01
        1042       3.783344e-01       1.689686e-08       1.534447e-01       2.469792e+00       6.534767e-02       5.556781e-01       9.845463e-01       7.698265e-01
        1043       7.713222e-01       4.913836e-02       3.800364e-01       6.627929e+00       3.227734e-01       1.248655e+00       1.692487e-01       4.778495e-01
        1044       8.324621e-01       5.099988e-02       4.132733e-01       6.405900e+00       2.975996e-01       1.247815e+00       1.686190e-01       4.740751e-01
        1045       6.734480e+00       1.732314e-04       3.824378e+00       2.992291e+00       2.523055e+00       2.692389e+00       4.726936e-01       7.144348e-01
        1046       6.734104e+00       1.326985e-04       3.824070e+00       2.996707e+00       2.525664e+00       2.690153e+00       4.726816e-01       7.145793e-01
        1047       6.734136e+00       4.534795e-04       3.824246e+00       3.000407e+00       2.526055e+00       2.694338e+00       4.726752e-01       7.142985e-01
        1048       1.156183e+00       7.682080e-09       5.902602e-01       2.444632e+00       7.206375e-15       1.147674e+00       1.749868e-01       6.598367e-01
        1049       2.285266e+00       5.080464e-09       1.217067e+00       1.330357e+00       5.923975e-15       6.759943e-01       8.001572e-02       7.465080e-01
        1050       1.369379e+01       2.290119e-02       6.584458e+00       3.390510e+01       1.360491e+00       9.686177e+00       2.093196e+00       8.061689e-01
        1051       9.213345e-01       6.612193e-02       3.691252e-01       4.771440e+00       2.075382e-01       1.410240e+00       1.502871e+00       1.140380e+00
        1052       1.368102e+01       2.328218e-02       6.579545e+00       3.393397e+01       1.360324e+00       9.682161e+00       2.092856e+00       8.065290e-01
        1053       8.540885e-01       3.615673e-02       3.388128e-01       4.541737e+00       1.490884e-01       1.295905e+00       1.446885e+00       1.153490e+00
        1054       1.369113e+01       2.308106e-02       6.583014e+00       3.391872e+01       1.359510e+00       9.684502e+00       2.093272e+00       8.063386e-01
        1055       7.282090e-01       2.327778e-08       3.327766e-01       1.388169e+01       1.341775e-01       2.769570e+00       8.437841e-01       3.002730e-01
        1056       9.824255e+00       3.967472e-02       4.116780e+00       1.829332e+01       9.192387e-01       4.432066e+00       7.216658e-01       8.959655e-01
        1057       6.290889e-01       1.406575e-08       2.751748e-01       3.406212e+00       1.393849e-01       1.182568e+00       9.491105e-01       7.216707e-01
        1058       9.622494e+00       3.013469e-02       4.037861e+00       1.797998e+01       9.392768e-01       4.317037e+00       7.092022e-01       8.936248e-01
        1059       9.812817e+00       1.859413e-02       4.101212e+00       1.820150e+01       8.589629e-01       4.375652e+00       7.176737e-01       8.695352e-01
        1060       6.852434e+00       1.777564e-02       3.818626e+00       3.333234e+00       3.811527e-01       2.671911e+00       4.648954e-01       7.077056e-01
        1061       6.849894e+00       1.961073e-02       3.817496e+00       3.347488e+00       3.875290e-01       2.666440e+00       4.648066e-01       7.071450e-01
        1062       6.183560e-01       7.159836e-09       3.408473e-01       1.643249e+00       1.210718e-01       5.221734e-01       3.366251e-02       8.406933e-01
        1063       6.851096e+00       2.257392e-02       3.818225e+00       3.349328e+00       3.909106e-01       2.670701e+00       4.649269e-01       7.070881e-01
        1064       5.538390e-01       1.495899e-08       2.998428e-01       2.348895e+00       5.425827e-02       6.903037e-01       5.849566e-02       7.436994e-01
        1065       6.611543e+00       4.009496e-02       3.799488e+00       3.441635e+00       1.852443e-01       2.398362e+00       4.658572e-01       7.111621e-01
        1066       1.690768e+00       3.339803e-09       9.718417e-01       1.150973e-01       1.050241e-05       8.287843e-02       7.406567e-03       1.072942e+00
        1067       1.276886e+00       3.651030e-09       7.355332e-01       2.028524e-01       3.669052e-05       1.419081e-01       2.023281e-02       1.141595e+00
        1068       6.612663e+00       4.107291e-02       3.799499e+00       3.448920e+00       1.834094e-01       2.398414e+00       4.658299e-01       7.107781e-01
        1069       6.615330e+00       4.177589e-02       3.800370e+00       3.438407e+00       1.826185e-01       2.398965e+00       4.658014e-01       7.111067e-01
        1070       1.005966e+01       2.150642e-01       5.778228e+00       9.263454e-01       2.600010e-01       6.644602e-01       1.159267e+00       2.305165e+00
