# E(THz)     0.005     0.010     0.015     0.020     0.025     0.030     0.035     0.040     0.045     0.050
  0.0000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  0.3198  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  0.6396  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  0.9594  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  1.2792  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  1.5989  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  1.9187  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  2.2385  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  2.5583  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  2.8781  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  3.1979  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  3.5177   0.00606   0.00756   0.00830   0.00842   0.00868   0.00922   0.00996   0.01077   0.01156   0.01227
  3.8375  -0.00532  -0.00663  -0.00728  -0.00738  -0.00761  -0.00808  -0.00873  -0.00945  -0.01014  -0.01076
  4.1572  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  4.4770  -0.00198  -0.00139  -0.00143  -0.00139  -0.00135  -0.00135  -0.00138  -0.00143  -0.00150  -0.00156
  4.7968   0.25483   0.41334   0.49150   0.45834   0.41710   0.39079   0.37876   0.37677   0.38128   0.38944
  5.1166  -0.00194  -0.00311  -0.00369  -0.00345  -0.00314  -0.00294  -0.00285  -0.00284  -0.00287  -0.00293
  5.4364  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000  -0.00000
  5.7562  -0.00267  -0.00725  -0.00882  -0.00932  -0.00956  -0.00977  -0.00998  -0.01019  -0.01037  -0.01051
  6.0760   0.01676   0.05515   0.06785   0.07192   0.07392   0.07561   0.07736   0.07903   0.08046   0.08150
  6.3958   0.37148   0.35290   0.38662   0.40053   0.40538   0.40808   0.41142   0.41553   0.42051   0.42583
  6.7155   0.08315   0.04088   0.02836   0.02213   0.01833   0.01584   0.01414   0.01295   0.01201   0.01128
  7.0353  -0.01215  -0.01045  -0.01027  -0.01001  -0.00972  -0.00947  -0.00927  -0.00914  -0.00903  -0.00896
  7.3551   0.29256   0.34778   0.37207   0.37370   0.36812   0.36171   0.35678   0.35352   0.35116   0.34937
  7.6749   0.34616   0.35550   0.36070   0.34746   0.32836   0.30811   0.28845   0.27051   0.25440   0.24022
  7.9947   0.87100   0.73995   0.86763   0.91702   0.94026   0.95767   0.96982   0.97793   0.98300   0.98640
  8.3145   0.39538   0.37166   0.37220   0.38925   0.40583   0.41699   0.42450   0.43014   0.43536   0.44042
  8.6343   0.01266   0.04146   0.04989   0.05421   0.05721   0.05903   0.06009   0.06100   0.06191   0.06296
  8.9541   0.05255   0.07217   0.07735   0.07957   0.08068   0.08129   0.08198   0.08283   0.08391   0.08520
  9.2739   0.03277   0.04758   0.04581   0.04929   0.05214   0.05358   0.05437   0.05495   0.05549   0.05618
  9.5936   0.08788   0.15783   0.17627   0.17787   0.17844   0.18011   0.18291   0.18668   0.19075   0.19542
  9.9134   0.28934   0.27361   0.27071   0.27690   0.28665   0.29377   0.29753   0.29855   0.29780   0.29613
 10.2332   0.35344   0.29500   0.27874   0.27435   0.27455   0.27536   0.27564   0.27535   0.27466   0.27348
 10.5530   0.20441   0.20960   0.18769   0.18112   0.18344   0.18954   0.19652   0.20353   0.20927   0.21398
 10.8728   0.06067   0.06147   0.05967   0.05343   0.04806   0.04447   0.04233   0.04101   0.04014   0.03948
 11.1926  -0.00561  -0.00418  -0.00388  -0.00388  -0.00394  -0.00402  -0.00414  -0.00430  -0.00446  -0.00465
 11.5124   0.05779   0.05840   0.05609   0.05510   0.05512   0.05541   0.05575   0.05612   0.05655   0.05708
 11.8322   0.13320   0.10273   0.10219   0.10503   0.10831   0.11196   0.11529   0.11889   0.12213   0.12545
 12.1519   0.04711   0.07069   0.08295   0.08288   0.07957   0.07508   0.07010   0.06520   0.06060   0.05639
